model,tok,train_langs,n_sentences,pair,a,b,same_script,trained_pair,n_trained_in_pair,variant,layer,is_ref_layer,top1_a2b,top1_b2a,mutual_nn,cosine_matched,cosine_nonmatched,cosine_margin,dprime
ar-fair-15b,unigram_destarved,ar,2009,en-fr,en,fr,1,0,0,centered,13,0,0.872573,0.870085,0.811847,0.490236,-3.31279e-05,0.49027,4.57287
ar-fair-15b,unigram_destarved,ar,2009,en-fr,en,fr,1,0,0,centered,14,0,0.838726,0.84221,0.776506,0.471017,0.000135498,0.470881,4.74539
ar-fair-15b,unigram_destarved,ar,2009,en-fr,en,fr,1,0,0,centered,15,0,0.752613,0.772026,0.674963,0.424514,0.000526843,0.423988,4.45605
ar-fair-15b,unigram_destarved,ar,2009,en-fr,en,fr,1,0,0,centered,16,0,0.670981,0.74216,0.608761,0.383746,0.000839217,0.382906,4.14173
ar-fair-15b,unigram_destarved,ar,2009,en-ar,en,ar,0,0,1,raw,0,0,0.195122,0.287208,0.141364,0.155412,0.0404928,0.114919,2.47201
ar-fair-15b,unigram_destarved,ar,2009,en-ar,en,ar,0,0,1,raw,1,0,0.412643,0.415132,0.294674,0.404043,0.292734,0.11131,3.504
ar-fair-15b,unigram_destarved,ar,2009,en-ar,en,ar,0,0,1,raw,2,0,0.289199,0.072673,0.0552514,0.785911,0.743453,0.0424586,2.3424
ar-fair-15b,unigram_destarved,ar,2009,en-ar,en,ar,0,0,1,raw,3,0,0.218019,0.0552514,0.0418118,0.882624,0.860159,0.0224648,2.34044
ar-fair-15b,unigram_destarved,ar,2009,en-ar,en,ar,0,0,1,raw,4,0,0.072673,0.0557491,0.0258835,0.922171,0.908091,0.0140796,2.13795
ar-fair-15b,unigram_destarved,ar,2009,en-ar,en,ar,0,0,1,raw,5,0,0.318069,0.140368,0.0881035,0.928531,0.912165,0.0163656,2.03115
ar-fair-15b,unigram_destarved,ar,2009,en-ar,en,ar,0,0,1,raw,6,0,0.557989,0.285714,0.22001,0.913655,0.887633,0.0260213,2.27114
ar-fair-15b,unigram_destarved,ar,2009,en-ar,en,ar,0,0,1,raw,7,0,0.716277,0.571429,0.467894,0.896398,0.855047,0.0413506,2.72907
ar-fair-15b,unigram_destarved,ar,2009,en-ar,en,ar,0,0,1,raw,8,0,0.801891,0.714783,0.59781,0.924127,0.874363,0.0497631,2.23111
ar-fair-15b,unigram_destarved,ar,2009,en-ar,en,ar,0,0,1,raw,9,0,0.850672,0.838726,0.730214,0.911714,0.850116,0.0615982,2.58621
ar-fair-15b,unigram_destarved,ar,2009,en-ar,en,ar,0,0,1,raw,10,0,0.921852,0.887506,0.831259,0.89091,0.809251,0.0816593,3.29178
ar-fair-15b,unigram_destarved,ar,2009,en-ar,en,ar,0,0,1,raw,11,0,0.945246,0.909408,0.870582,0.878802,0.786685,0.0921166,3.57688
ar-fair-15b,unigram_destarved,ar,2009,en-ar,en,ar,0,0,1,raw,12,1,0.951717,0.929816,0.894973,0.873792,0.772624,0.101169,3.72609
ar-fair-15b,unigram_destarved,ar,2009,en-ar,en,ar,0,0,1,raw,13,0,0.958188,0.928323,0.898955,0.857612,0.736476,0.121136,3.93865
ar-fair-15b,unigram_destarved,ar,2009,en-ar,en,ar,0,0,1,raw,14,0,0.938776,0.797909,0.758089,0.827096,0.70221,0.124886,3.72642
ar-fair-15b,unigram_destarved,ar,2009,en-ar,en,ar,0,0,1,raw,15,0,0.848681,0.300149,0.269786,0.77843,0.681941,0.0964893,3.44418
ar-fair-15b,unigram_destarved,ar,2009,en-ar,en,ar,0,0,1,raw,16,0,0.109507,0.00398208,0.00149328,0.639449,0.59448,0.0449694,2.70954
ar-fair-15b,unigram_destarved,ar,2009,en-ar,en,ar,0,0,1,centered,0,0,0.341961,0.376804,0.269786,0.144068,-4.93955e-05,0.144117,3.06198
ar-fair-15b,unigram_destarved,ar,2009,en-ar,en,ar,0,0,1,centered,1,0,0.684918,0.733698,0.639622,0.210246,-8.62992e-05,0.210333,4.54705
ar-fair-15b,unigram_destarved,ar,2009,en-ar,en,ar,0,0,1,centered,2,0,0.758586,0.689398,0.59781,0.265676,-0.000100943,0.265777,4.12621
ar-fair-15b,unigram_destarved,ar,2009,en-ar,en,ar,0,0,1,centered,3,0,0.776008,0.677949,0.584868,0.303563,0.00042199,0.303141,3.99503
ar-fair-15b,unigram_destarved,ar,2009,en-ar,en,ar,0,0,1,centered,4,0,0.795421,0.716775,0.62668,0.313526,0.000602215,0.312924,4.07059
ar-fair-15b,unigram_destarved,ar,2009,en-ar,en,ar,0,0,1,centered,5,0,0.859632,0.828771,0.757093,0.333578,0.000470891,0.333107,4.47223
ar-fair-15b,unigram_destarved,ar,2009,en-ar,en,ar,0,0,1,centered,6,0,0.925834,0.914385,0.863614,0.382684,0.000337311,0.382346,4.90024
ar-fair-15b,unigram_destarved,ar,2009,en-ar,en,ar,0,0,1,centered,7,0,0.967148,0.958686,0.934793,0.443868,0.000162238,0.443706,5.33152
ar-fair-15b,unigram_destarved,ar,2009,en-ar,en,ar,0,0,1,centered,8,0,0.896964,0.892484,0.807367,0.536927,-3.76554e-05,0.536965,4.00948
ar-fair-15b,unigram_destarved,ar,2009,en-ar,en,ar,0,0,1,centered,9,0,0.930811,0.927825,0.870085,0.558503,-5.53733e-05,0.558558,4.48367
ar-fair-15b,unigram_destarved,ar,2009,en-ar,en,ar,0,0,1,centered,10,0,0.965655,0.966152,0.939273,0.585632,-0.000161177,0.585793,5.20813
ar-fair-15b,unigram_destarved,ar,2009,en-ar,en,ar,0,0,1,centered,11,0,0.972623,0.976605,0.954704,0.591926,-0.000209844,0.592136,5.64139
ar-fair-15b,unigram_destarved,ar,2009,en-ar,en,ar,0,0,1,centered,12,1,0.975112,0.976108,0.956197,0.596715,-0.00023316,0.596948,5.89158
ar-fair-15b,unigram_destarved,ar,2009,en-ar,en,ar,0,0,1,centered,13,0,0.983574,0.977601,0.967148,0.61179,-0.000178018,0.611968,6.35136
ar-fair-15b,unigram_destarved,ar,2009,en-ar,en,ar,0,0,1,centered,14,0,0.98656,0.963166,0.956695,0.616489,-7.81329e-05,0.616567,6.74513
ar-fair-15b,unigram_destarved,ar,2009,en-ar,en,ar,0,0,1,centered,15,0,0.972125,0.941264,0.927825,0.584498,-5.11094e-05,0.584549,6.87645
ar-fair-15b,unigram_destarved,ar,2009,en-ar,en,ar,0,0,1,centered,16,0,0.957193,0.925834,0.903932,0.491079,-0.000150303,0.491229,7.07735
ar-fair-15b,unigram_destarved,ar,2009,en-zh,en,zh,0,0,0,raw,0,0,0.0592334,0.037332,0.0253858,0.139313,0.0745378,0.0647755,1.21167
ar-fair-15b,unigram_destarved,ar,2009,en-zh,en,zh,0,0,0,raw,1,0,0.037332,0.0233947,0.014435,0.376407,0.33962,0.0367865,0.878959
ar-fair-15b,unigram_destarved,ar,2009,en-zh,en,zh,0,0,0,raw,2,0,0.0219014,0.039323,0.0134395,0.746692,0.724223,0.0224696,0.575611
ar-fair-15b,unigram_destarved,ar,2009,en-zh,en,zh,0,0,0,raw,3,0,0.0318566,0.0358387,0.0154306,0.870208,0.857416,0.0127917,0.606466
ar-fair-15b,unigram_destarved,ar,2009,en-zh,en,zh,0,0,0,raw,4,0,0.024888,0.0298656,0.0109507,0.912119,0.904252,0.00786694,0.563621
ar-fair-15b,unigram_destarved,ar,2009,en-zh,en,zh,0,0,0,raw,5,0,0.026879,0.0278746,0.0114485,0.907308,0.89941,0.00789816,0.572814
