model,tok,train_langs,n_sentences,pair,a,b,same_script,trained_pair,n_trained_in_pair,variant,layer,is_ref_layer,top1_a2b,top1_b2a,mutual_nn,cosine_matched,cosine_nonmatched,cosine_margin,dprime
ar-starved-15b,unigram_starved,ar,2009,ar-zh,ar,zh,0,0,1,raw,14,0,0.00099552,0.00298656,0.00049776,0.499395,0.488124,0.011271,0.121069
ar-starved-15b,unigram_starved,ar,2009,ar-zh,ar,zh,0,0,1,raw,15,0,0.00099552,0.0024888,0.00049776,0.46121,0.452647,0.008563,0.0937085
ar-starved-15b,unigram_starved,ar,2009,ar-zh,ar,zh,0,0,1,raw,16,0,0.00099552,0.0024888,0,0.0696788,0.0653927,0.00428613,0.0389116
ar-starved-15b,unigram_starved,ar,2009,ar-zh,ar,zh,0,0,1,centered,0,0,0.022897,0.0139373,0.00945744,0.0300881,8.37023e-06,0.0300797,0.586387
ar-starved-15b,unigram_starved,ar,2009,ar-zh,ar,zh,0,0,1,centered,1,0,0.0283723,0.0233947,0.0179194,0.0305563,-2.89062e-05,0.0305852,0.676167
ar-starved-15b,unigram_starved,ar,2009,ar-zh,ar,zh,0,0,1,centered,2,0,0.0159283,0.0189149,0.00945744,0.030971,-5.38578e-05,0.0310249,0.682803
ar-starved-15b,unigram_starved,ar,2009,ar-zh,ar,zh,0,0,1,centered,3,0,0.0189149,0.0194126,0.00945744,0.030555,-6.75416e-05,0.0306225,0.676028
ar-starved-15b,unigram_starved,ar,2009,ar-zh,ar,zh,0,0,1,centered,4,0,0.0189149,0.0194126,0.010453,0.0314935,8.30941e-06,0.0314852,0.710163
ar-starved-15b,unigram_starved,ar,2009,ar-zh,ar,zh,0,0,1,centered,5,0,0.0238925,0.022897,0.014435,0.0357542,2.00763e-05,0.0357341,0.811276
ar-starved-15b,unigram_starved,ar,2009,ar-zh,ar,zh,0,0,1,centered,6,0,0.0263813,0.0238925,0.0169238,0.0398944,3.76549e-05,0.0398568,0.875818
ar-starved-15b,unigram_starved,ar,2009,ar-zh,ar,zh,0,0,1,centered,7,0,0.0293678,0.0303634,0.0164261,0.0516435,0.000118,0.0515255,1.04576
ar-starved-15b,unigram_starved,ar,2009,ar-zh,ar,zh,0,0,1,centered,8,0,0.0298656,0.0293678,0.0164261,0.0617858,0.000224456,0.0615613,1.16748
ar-starved-15b,unigram_starved,ar,2009,ar-zh,ar,zh,0,0,1,centered,9,0,0.0174216,0.0184171,0.0024888,0.1637,-7.15591e-05,0.163771,1.0005
ar-starved-15b,unigram_starved,ar,2009,ar-zh,ar,zh,0,0,1,centered,10,0,0.022897,0.0194126,0.00348432,0.144709,-0.000112732,0.144821,1.0974
ar-starved-15b,unigram_starved,ar,2009,ar-zh,ar,zh,0,0,1,centered,11,0,0.0338477,0.0243902,0.00696864,0.130747,-0.000165688,0.130913,1.20459
ar-starved-15b,unigram_starved,ar,2009,ar-zh,ar,zh,0,0,1,centered,12,1,0.0492782,0.0273768,0.0134395,0.121694,-0.000199758,0.121894,1.33932
ar-starved-15b,unigram_starved,ar,2009,ar-zh,ar,zh,0,0,1,centered,13,0,0.0462917,0.0288701,0.0134395,0.107221,-0.00025764,0.107479,1.3218
ar-starved-15b,unigram_starved,ar,2009,ar-zh,ar,zh,0,0,1,centered,14,0,0.037332,0.0243902,0.012444,0.0872897,-0.000290312,0.08758,1.22559
ar-starved-15b,unigram_starved,ar,2009,ar-zh,ar,zh,0,0,1,centered,15,0,0.0333499,0.0189149,0.010453,0.0744426,-0.000329343,0.0747719,1.10756
ar-starved-15b,unigram_starved,ar,2009,ar-zh,ar,zh,0,0,1,centered,16,0,0.0204082,0.0129418,0.00447984,0.0455329,-0.000382697,0.0459156,0.799488
ar-starved,unigram_starved,ar,2009,en-de,en,de,1,0,0,raw,0,0,0.111996,0.110005,0.0706819,0.398143,0.3053,0.0928429,1.41547
ar-starved,unigram_starved,ar,2009,en-de,en,de,1,0,0,raw,1,0,0.172225,0.0492782,0.0457939,0.698557,0.658702,0.0398547,1.61623
ar-starved,unigram_starved,ar,2009,en-de,en,de,1,0,0,raw,2,0,0.130911,0.0467894,0.0443006,0.743029,0.71006,0.0329691,1.38303
ar-starved,unigram_starved,ar,2009,en-de,en,de,1,0,0,raw,3,0,0.0861125,0.0457939,0.0378298,0.806721,0.783337,0.0233842,0.929854
ar-starved,unigram_starved,ar,2009,en-de,en,de,1,0,0,raw,4,0,0.0741663,0.0572424,0.0413141,0.859055,0.84176,0.0172956,0.769831
ar-starved,unigram_starved,ar,2009,en-de,en,de,1,0,0,raw,5,0,0.0736685,0.06222,0.0423096,0.849499,0.830498,0.0190007,0.831486
ar-starved,unigram_starved,ar,2009,en-de,en,de,1,0,0,raw,6,0,0.0647088,0.0547536,0.0378298,0.835949,0.81569,0.0202587,0.901417
ar-starved,unigram_starved,ar,2009,en-de,en,de,1,0,0,raw,7,0,0.0701842,0.0472872,0.0368342,0.808946,0.784091,0.0248547,1.08461
ar-starved,unigram_starved,ar,2009,en-de,en,de,1,0,0,raw,8,0,0.0741663,0.0547536,0.0408163,0.793636,0.764737,0.0288985,1.29059
ar-starved,unigram_starved,ar,2009,en-de,en,de,1,0,0,raw,9,0,0.0194126,0.074664,0.0194126,0.934305,0.916051,0.0182539,0.276327
ar-starved,unigram_starved,ar,2009,en-de,en,de,1,0,0,raw,10,0,0.0233947,0.0811349,0.0219014,0.91921,0.897922,0.0212875,0.314613
ar-starved,unigram_starved,ar,2009,en-de,en,de,1,0,0,raw,11,0,0.0323544,0.0816327,0.026879,0.905577,0.880175,0.0254016,0.417782
ar-starved,unigram_starved,ar,2009,en-de,en,de,1,0,0,raw,12,1,0.0308611,0.0681931,0.0233947,0.859436,0.831361,0.0280748,0.428204
ar-starved,unigram_starved,ar,2009,en-de,en,de,1,0,0,raw,13,0,0.0109507,0.047785,0.00796416,0.779368,0.750859,0.0285086,0.349858
ar-starved,unigram_starved,ar,2009,en-de,en,de,1,0,0,raw,14,0,0.00796416,0.0209059,0.00547536,0.708074,0.68024,0.0278341,0.406886
ar-starved,unigram_starved,ar,2009,en-de,en,de,1,0,0,raw,15,0,0.0109507,0.0159283,0.00597312,0.71138,0.686994,0.024386,0.514809
ar-starved,unigram_starved,ar,2009,en-de,en,de,1,0,0,raw,16,0,0.00447984,0.00796416,0.0024888,0.355952,0.326552,0.0294005,0.409498
ar-starved,unigram_starved,ar,2009,en-de,en,de,1,0,0,centered,0,0,0.189647,0.180189,0.145346,0.180285,2.14882e-05,0.180263,1.95884
ar-starved,unigram_starved,ar,2009,en-de,en,de,1,0,0,centered,1,0,0.360876,0.355898,0.3111,0.188772,4.16428e-05,0.188731,3.13722
ar-starved,unigram_starved,ar,2009,en-de,en,de,1,0,0,centered,2,0,0.363863,0.365356,0.318566,0.190491,2.72485e-05,0.190464,3.17716
ar-starved,unigram_starved,ar,2009,en-de,en,de,1,0,0,centered,3,0,0.366849,0.358885,0.319064,0.19286,1.48619e-05,0.192846,3.06498
ar-starved,unigram_starved,ar,2009,en-de,en,de,1,0,0,centered,4,0,0.370333,0.361374,0.319064,0.194036,6.10942e-05,0.193975,3.08742
ar-starved,unigram_starved,ar,2009,en-de,en,de,1,0,0,centered,5,0,0.379293,0.372325,0.327028,0.205502,0.000104646,0.205397,3.09816
ar-starved,unigram_starved,ar,2009,en-de,en,de,1,0,0,centered,6,0,0.367845,0.361872,0.318566,0.210096,0.000171139,0.209924,3.01721
ar-starved,unigram_starved,ar,2009,en-de,en,de,1,0,0,centered,7,0,0.383773,0.379293,0.327526,0.222882,0.000190321,0.222691,3.05135
ar-starved,unigram_starved,ar,2009,en-de,en,de,1,0,0,centered,8,0,0.409657,0.408661,0.349925,0.241479,0.000252362,0.241227,3.12833
ar-starved,unigram_starved,ar,2009,en-de,en,de,1,0,0,centered,9,0,0.299652,0.207566,0.139871,0.376832,0.00157825,0.375254,1.92735
ar-starved,unigram_starved,ar,2009,en-de,en,de,1,0,0,centered,10,0,0.34445,0.233449,0.164759,0.361941,0.0012364,0.360704,2.08937
ar-starved,unigram_starved,ar,2009,en-de,en,de,1,0,0,centered,11,0,0.395222,0.252364,0.185167,0.360018,0.000865941,0.359153,2.22415
ar-starved,unigram_starved,ar,2009,en-de,en,de,1,0,0,centered,12,1,0.413639,0.291687,0.223494,0.339921,0.000249301,0.339671,2.45278
ar-starved,unigram_starved,ar,2009,en-de,en,de,1,0,0,centered,13,0,0.385764,0.289696,0.217521,0.315301,-0.000383297,0.315684,2.50506
ar-starved,unigram_starved,ar,2009,en-de,en,de,1,0,0,centered,14,0,0.362867,0.28671,0.219014,0.30061,-0.000441181,0.301051,2.63794
ar-starved,unigram_starved,ar,2009,en-de,en,de,1,0,0,centered,15,0,0.306122,0.252364,0.188153,0.28178,-0.00017537,0.281956,2.54861
ar-starved,unigram_starved,ar,2009,en-de,en,de,1,0,0,centered,16,0,0.205575,0.247885,0.151319,0.229763,7.71452e-05,0.229686,2.21411
ar-starved,unigram_starved,ar,2009,en-fr,en,fr,1,0,0,raw,0,0,0.165754,0.127924,0.0920856,0.459758,0.342291,0.117467,1.87324
ar-starved,unigram_starved,ar,2009,en-fr,en,fr,1,0,0,raw,1,0,0.333499,0.139373,0.131409,0.747451,0.685596,0.0618555,2.31171
ar-starved,unigram_starved,ar,2009,en-fr,en,fr,1,0,0,raw,2,0,0.28223,0.124938,0.109009,0.783994,0.734745,0.0492491,2.03658
ar-starved,unigram_starved,ar,2009,en-fr,en,fr,1,0,0,raw,3,0,0.196117,0.112992,0.0915879,0.845019,0.812244,0.0327753,1.5563
ar-starved,unigram_starved,ar,2009,en-fr,en,fr,1,0,0,raw,4,0,0.174714,0.142359,0.0990543,0.889077,0.865363,0.0237131,1.36933
ar-starved,unigram_starved,ar,2009,en-fr,en,fr,1,0,0,raw,5,0,0.180189,0.14435,0.103036,0.881252,0.855553,0.0256993,1.48398
ar-starved,unigram_starved,ar,2009,en-fr,en,fr,1,0,0,raw,6,0,0.185167,0.141862,0.104032,0.877195,0.84963,0.0275643,1.62005
ar-starved,unigram_starved,ar,2009,en-fr,en,fr,1,0,0,raw,7,0,0.193629,0.140368,0.10453,0.852911,0.81903,0.0338808,1.81184
ar-starved,unigram_starved,ar,2009,en-fr,en,fr,1,0,0,raw,8,0,0.213539,0.150324,0.114983,0.840532,0.801787,0.0387445,2.07058
ar-starved,unigram_starved,ar,2009,en-fr,en,fr,1,0,0,raw,9,0,0.0258835,0.167247,0.024888,0.942365,0.921464,0.020901,0.387438
ar-starved,unigram_starved,ar,2009,en-fr,en,fr,1,0,0,raw,10,0,0.035341,0.216028,0.0338477,0.931662,0.905544,0.0261178,0.48578
ar-starved,unigram_starved,ar,2009,en-fr,en,fr,1,0,0,raw,11,0,0.0612245,0.303136,0.0582379,0.919569,0.886172,0.0333967,0.666333
ar-starved,unigram_starved,ar,2009,en-fr,en,fr,1,0,0,raw,12,1,0.0771528,0.373818,0.072673,0.899833,0.857703,0.0421295,0.942048
ar-starved,unigram_starved,ar,2009,en-fr,en,fr,1,0,0,raw,13,0,0.0438029,0.227476,0.039323,0.852388,0.807431,0.044957,0.950778
ar-starved,unigram_starved,ar,2009,en-fr,en,fr,1,0,0,raw,14,0,0.0567446,0.135391,0.0413141,0.810932,0.763283,0.047649,1.2417
ar-starved,unigram_starved,ar,2009,en-fr,en,fr,1,0,0,raw,15,0,0.0666999,0.0856147,0.0278746,0.803107,0.760568,0.0425394,1.50602
ar-starved,unigram_starved,ar,2009,en-fr,en,fr,1,0,0,raw,16,0,0.0223992,0.0253858,0.00696864,0.562967,0.509179,0.0537883,1.09241
ar-starved,unigram_starved,ar,2009,en-fr,en,fr,1,0,0,centered,0,0,0.274266,0.264808,0.205575,0.239898,4.19757e-07,0.239897,2.47678
ar-starved,unigram_starved,ar,2009,en-fr,en,fr,1,0,0,centered,1,0,0.572922,0.558487,0.49776,0.274891,2.08474e-05,0.27487,4.38479
ar-starved,unigram_starved,ar,2009,en-fr,en,fr,1,0,0,centered,2,0,0.576406,0.555998,0.496765,0.271103,6.42486e-06,0.271097,4.32914
ar-starved,unigram_starved,ar,2009,en-fr,en,fr,1,0,0,centered,3,0,0.5555,0.533599,0.480338,0.267881,-1.17883e-06,0.267883,4.05155
ar-starved,unigram_starved,ar,2009,en-fr,en,fr,1,0,0,centered,4,0,0.563464,0.542061,0.490791,0.267929,3.40524e-05,0.267895,4.05458
ar-starved,unigram_starved,ar,2009,en-fr,en,fr,1,0,0,centered,5,0,0.567944,0.547038,0.494276,0.277582,7.83663e-05,0.277503,3.96432
ar-starved,unigram_starved,ar,2009,en-fr,en,fr,1,0,0,centered,6,0,0.565455,0.549029,0.493778,0.285472,0.000161309,0.285311,3.85528
ar-starved,unigram_starved,ar,2009,en-fr,en,fr,1,0,0,centered,7,0,0.590841,0.571926,0.515182,0.297893,0.000184549,0.297709,3.85929
ar-starved,unigram_starved,ar,2009,en-fr,en,fr,1,0,0,centered,8,0,0.628671,0.616227,0.555002,0.318249,0.000224323,0.318025,3.92114
ar-starved,unigram_starved,ar,2009,en-fr,en,fr,1,0,0,centered,9,0,0.528621,0.43106,0.317073,0.443835,0.00161725,0.442218,2.4061
ar-starved,unigram_starved,ar,2009,en-fr,en,fr,1,0,0,centered,10,0,0.634644,0.512693,0.409159,0.449681,0.00127753,0.448403,2.72555
ar-starved,unigram_starved,ar,2009,en-fr,en,fr,1,0,0,centered,11,0,0.721752,0.59781,0.507218,0.464231,0.000911682,0.463319,3.02076
ar-starved,unigram_starved,ar,2009,en-fr,en,fr,1,0,0,centered,12,1,0.805376,0.730214,0.650075,0.481922,0.00042246,0.4815,3.49997
ar-starved,unigram_starved,ar,2009,en-fr,en,fr,1,0,0,centered,13,0,0.786461,0.744151,0.650572,0.465479,-0.000108037,0.465587,3.65045
ar-starved,unigram_starved,ar,2009,en-fr,en,fr,1,0,0,centered,14,0,0.772026,0.762568,0.671976,0.457629,-0.000179023,0.457808,3.93723
ar-starved,unigram_starved,ar,2009,en-fr,en,fr,1,0,0,centered,15,0,0.696864,0.700348,0.590343,0.431528,-3.65058e-05,0.431565,3.70902
ar-starved,unigram_starved,ar,2009,en-fr,en,fr,1,0,0,centered,16,0,0.548034,0.633649,0.467894,0.383459,0.000357077,0.383102,3.28571
ar-starved,unigram_starved,ar,2009,en-ar,en,ar,0,0,1,raw,0,0,0.0238925,0.0886013,0.0199104,0.156124,0.10719,0.048934,1.23505
ar-starved,unigram_starved,ar,2009,en-ar,en,ar,0,0,1,raw,1,0,0.0184171,0.0398208,0.0164261,0.440607,0.400992,0.0396148,1.54555
ar-starved,unigram_starved,ar,2009,en-ar,en,ar,0,0,1,raw,2,0,0.0119462,0.0223992,0.00945744,0.573808,0.549024,0.0247834,1.35047
ar-starved,unigram_starved,ar,2009,en-ar,en,ar,0,0,1,raw,3,0,0.00846192,0.0049776,0.00298656,0.737795,0.725972,0.0118229,1.23216
ar-starved,unigram_starved,ar,2009,en-ar,en,ar,0,0,1,raw,4,0,0.010453,0.00398208,0.0024888,0.828281,0.820793,0.0074883,1.10126
ar-starved,unigram_starved,ar,2009,en-ar,en,ar,0,0,1,raw,5,0,0.00597312,0.00398208,0.00149328,0.801066,0.792693,0.00837247,0.809892
ar-starved,unigram_starved,ar,2009,en-ar,en,ar,0,0,1,raw,6,0,0.00647088,0.00149328,0.00049776,0.762255,0.75295,0.00930537,0.780538
ar-starved,unigram_starved,ar,2009,en-ar,en,ar,0,0,1,raw,7,0,0.00846192,0.00447984,0.00099552,0.733068,0.718899,0.014169,1.10939
ar-starved,unigram_starved,ar,2009,en-ar,en,ar,0,0,1,raw,8,0,0.0189149,0.0099552,0.00398208,0.728263,0.70463,0.023634,1.7199
ar-starved,unigram_starved,ar,2009,en-ar,en,ar,0,0,1,raw,9,0,0.026879,0.0866103,0.0049776,0.944831,0.928017,0.0168147,0.491578
ar-starved,unigram_starved,ar,2009,en-ar,en,ar,0,0,1,raw,10,0,0.0890991,0.314087,0.0368342,0.93638,0.911931,0.0244493,0.787113
ar-starved,unigram_starved,ar,2009,en-ar,en,ar,0,0,1,raw,11,0,0.209557,0.665505,0.149328,0.923291,0.885015,0.0382759,1.16375
ar-starved,unigram_starved,ar,2009,en-ar,en,ar,0,0,1,raw,12,1,0.449975,0.850672,0.404181,0.911736,0.855273,0.0564631,1.75024
ar-starved,unigram_starved,ar,2009,en-ar,en,ar,0,0,1,raw,13,0,0.592832,0.894973,0.555998,0.895494,0.823409,0.0720858,2.20575
ar-starved,unigram_starved,ar,2009,en-ar,en,ar,0,0,1,raw,14,0,0.734196,0.843206,0.652563,0.849583,0.757875,0.0917084,2.78998
ar-starved,unigram_starved,ar,2009,en-ar,en,ar,0,0,1,raw,15,0,0.637133,0.333997,0.270284,0.789741,0.710806,0.0789356,3.08239
ar-starved,unigram_starved,ar,2009,en-ar,en,ar,0,0,1,raw,16,0,0.0154306,0.00298656,0.00199104,0.134161,0.0835327,0.0506286,1.44991
