model,tok,train_langs,pair,a,b,same_script,trained_pair,n_trained_in_pair,variant,which_layer,layer,top1_a2b,top1_b2a,mutual_nn,cosine_matched,cosine_nonmatched,cosine_margin,dprime,cka
en-ar-starved-23b,unigram_starved,ar+en,en-zh,en,zh,0,0,1,centered,best,13,0.721254,0.641115,0.552016,0.355987,-0.000117103,0.356104,3.98943,0.578058
en-ar-starved-23b,unigram_starved,ar+en,de-fr,de,fr,1,0,0,raw,ref,12,0.105525,0.118965,0.0657043,0.858293,0.826401,0.0318917,1.58,0.679949
en-ar-starved-23b,unigram_starved,ar+en,de-fr,de,fr,1,0,0,raw,best,11,0.179194,0.20657,0.127427,0.895986,0.860992,0.0349948,1.55066,0.707035
en-ar-starved-23b,unigram_starved,ar+en,de-fr,de,fr,1,0,0,centered,ref,12,0.33997,0.371827,0.25784,0.3547,0.00047898,0.354221,2.48436,0.64637
en-ar-starved-23b,unigram_starved,ar+en,de-fr,de,fr,1,0,0,centered,best,15,0.374316,0.395222,0.303136,0.313398,0.00058966,0.312808,2.86436,0.523889
en-ar-starved-23b,unigram_starved,ar+en,de-ar,de,ar,0,0,1,raw,ref,12,0.0433051,0.0199104,0.00846192,0.721256,0.693915,0.0273407,1.22212,0.559813
en-ar-starved-23b,unigram_starved,ar+en,de-ar,de,ar,0,0,1,raw,best,11,0.0532603,0.0343454,0.0169238,0.787249,0.758671,0.0285775,1.26402,0.614217
en-ar-starved-23b,unigram_starved,ar+en,de-ar,de,ar,0,0,1,centered,ref,12,0.250373,0.326531,0.177203,0.228484,-0.000138325,0.228623,2.54065,0.551353
en-ar-starved-23b,unigram_starved,ar+en,de-ar,de,ar,0,0,1,centered,best,13,0.280737,0.341961,0.209059,0.214119,-0.000103989,0.214223,2.7403,0.485838
en-ar-starved-23b,unigram_starved,ar+en,de-zh,de,zh,0,0,0,raw,ref,12,0.0214037,0.0348432,0.00696864,0.766238,0.742159,0.0240791,1.07654,0.571698
en-ar-starved-23b,unigram_starved,ar+en,de-zh,de,zh,0,0,0,raw,best,0,0.0418118,0.0398208,0.0219014,0.0804753,0.0338811,0.0465943,1.16962,0.167205
en-ar-starved-23b,unigram_starved,ar+en,de-zh,de,zh,0,0,0,centered,ref,12,0.174216,0.153808,0.0881035,0.27277,0.000208267,0.272562,1.99279,0.554973
en-ar-starved-23b,unigram_starved,ar+en,de-zh,de,zh,0,0,0,centered,best,14,0.198606,0.216028,0.131906,0.256667,0.000173545,0.256494,2.30247,0.509803
en-ar-starved-23b,unigram_starved,ar+en,fr-ar,fr,ar,0,0,1,raw,ref,12,0.123444,0.0731707,0.0333499,0.777077,0.738038,0.0390392,1.78824,0.635822
en-ar-starved-23b,unigram_starved,ar+en,fr-ar,fr,ar,0,0,1,raw,best,12,0.123444,0.0731707,0.0333499,0.777077,0.738038,0.0390392,1.78824,0.635822
en-ar-starved-23b,unigram_starved,ar+en,fr-ar,fr,ar,0,0,1,centered,ref,12,0.548532,0.603783,0.437531,0.305756,-0.000133856,0.30589,3.44673,0.624887
en-ar-starved-23b,unigram_starved,ar+en,fr-ar,fr,ar,0,0,1,centered,best,13,0.604281,0.624191,0.490294,0.295691,-9.88695e-05,0.29579,3.75531,0.562969
en-ar-starved-23b,unigram_starved,ar+en,fr-zh,fr,zh,0,0,0,raw,ref,12,0.0318566,0.0577402,0.0099552,0.798313,0.769019,0.029294,1.26093,0.612652
en-ar-starved-23b,unigram_starved,ar+en,fr-zh,fr,zh,0,0,0,raw,best,0,0.037332,0.0323544,0.0214037,0.071445,0.0227961,0.048649,1.26691,0.143053
en-ar-starved-23b,unigram_starved,ar+en,fr-zh,fr,zh,0,0,0,centered,ref,12,0.314584,0.289199,0.175212,0.31114,9.61591e-05,0.311044,2.43651,0.590672
en-ar-starved-23b,unigram_starved,ar+en,fr-zh,fr,zh,0,0,0,centered,best,14,0.350423,0.337979,0.232952,0.294378,9.69317e-05,0.294281,2.79633,0.530674
en-ar-starved-23b,unigram_starved,ar+en,ar-zh,ar,zh,0,0,1,raw,ref,12,0.0457939,0.174714,0.0184171,0.771711,0.731741,0.0399698,1.30515,0.63198
en-ar-starved-23b,unigram_starved,ar+en,ar-zh,ar,zh,0,0,1,raw,best,12,0.0457939,0.174714,0.0184171,0.771711,0.731741,0.0399698,1.30515,0.63198
en-ar-starved-23b,unigram_starved,ar+en,ar-zh,ar,zh,0,0,1,centered,ref,12,0.668492,0.514684,0.424092,0.3242,-9.41306e-05,0.324294,3.43615,0.627583
en-ar-starved-23b,unigram_starved,ar+en,ar-zh,ar,zh,0,0,1,centered,best,14,0.633151,0.582379,0.479343,0.318877,-2.18959e-06,0.318879,4.08071,0.583471
en-ar-starved-2b,unigram_starved,ar+en,en-de,en,de,1,0,1,raw,ref,12,0.0403186,0.0179194,0.0129418,0.931796,0.927082,0.0047133,0.780704,0.342738
en-ar-starved-2b,unigram_starved,ar+en,en-de,en,de,1,0,1,raw,best,0,0.113987,0.18218,0.097561,0.241302,0.149567,0.0917355,1.32992,0.214439
en-ar-starved-2b,unigram_starved,ar+en,en-de,en,de,1,0,1,centered,ref,12,0.320557,0.341961,0.272275,0.182978,-1.83733e-05,0.182997,2.90407,0.338817
en-ar-starved-2b,unigram_starved,ar+en,en-de,en,de,1,0,1,centered,best,10,0.377302,0.395719,0.327526,0.205275,8.51802e-05,0.20519,3.18118,0.334039
en-ar-starved-2b,unigram_starved,ar+en,en-fr,en,fr,1,0,1,raw,ref,12,0.0572424,0.0209059,0.0179194,0.939709,0.933085,0.00662311,1.19238,0.414662
en-ar-starved-2b,unigram_starved,ar+en,en-fr,en,fr,1,0,1,raw,best,0,0.212046,0.26232,0.173718,0.31094,0.187432,0.123508,1.91784,0.251879
en-ar-starved-2b,unigram_starved,ar+en,en-fr,en,fr,1,0,1,centered,ref,12,0.506222,0.54455,0.438029,0.254554,-3.81424e-05,0.254592,3.68769,0.409603
en-ar-starved-2b,unigram_starved,ar+en,en-fr,en,fr,1,0,1,centered,best,10,0.570931,0.590841,0.512195,0.277722,5.67084e-05,0.277665,3.94919,0.393851
en-ar-starved-2b,unigram_starved,ar+en,en-ar,en,ar,0,1,2,raw,ref,12,0.263813,0.120956,0.0786461,0.963501,0.9544,0.00910155,2.04288,0.719896
en-ar-starved-2b,unigram_starved,ar+en,en-ar,en,ar,0,1,2,raw,best,13,0.207566,0.170732,0.0816327,0.949234,0.935789,0.0134458,1.97455,0.747802
en-ar-starved-2b,unigram_starved,ar+en,en-ar,en,ar,0,1,2,centered,ref,12,0.656546,0.666501,0.533599,0.253691,-1.75664e-05,0.253709,3.82627,0.719585
en-ar-starved-2b,unigram_starved,ar+en,en-ar,en,ar,0,1,2,centered,best,13,0.672972,0.688402,0.562967,0.269225,-2.32088e-05,0.269248,3.94774,0.745055
en-ar-starved-2b,unigram_starved,ar+en,en-zh,en,zh,0,0,1,raw,ref,12,0.00846192,0.00348432,0.0024888,0.891765,0.889419,0.00234528,0.262952,0.344772
en-ar-starved-2b,unigram_starved,ar+en,en-zh,en,zh,0,0,1,raw,best,0,0.0318566,0.0318566,0.0223992,0.0333683,0.00677674,0.0265916,0.441777,0.185916
en-ar-starved-2b,unigram_starved,ar+en,en-zh,en,zh,0,0,1,centered,ref,12,0.0657043,0.0582379,0.039323,0.0874371,-4.49389e-07,0.0874376,1.4174,0.340003
en-ar-starved-2b,unigram_starved,ar+en,en-zh,en,zh,0,0,1,centered,best,0,0.087108,0.0716775,0.0627178,0.0512776,-9.66079e-05,0.0513742,0.992676,0.191226
en-ar-starved-2b,unigram_starved,ar+en,de-fr,de,fr,1,0,0,raw,ref,12,0.0657043,0.074664,0.0413141,0.971294,0.967886,0.0034086,1.03428,0.314526
en-ar-starved-2b,unigram_starved,ar+en,de-fr,de,fr,1,0,0,raw,best,0,0.105525,0.102041,0.072673,0.275944,0.211368,0.0645761,1.30836,0.173581
en-ar-starved-2b,unigram_starved,ar+en,de-fr,de,fr,1,0,0,centered,ref,12,0.217023,0.223494,0.173718,0.188198,0.00039998,0.187798,2.16039,0.302344
en-ar-starved-2b,unigram_starved,ar+en,de-fr,de,fr,1,0,0,centered,best,11,0.225983,0.226979,0.183176,0.185291,0.000390015,0.184901,2.19886,0.288984
en-ar-starved-2b,unigram_starved,ar+en,de-ar,de,ar,0,0,1,raw,ref,12,0.00199104,0.00447984,0.00049776,0.925068,0.92314,0.00192795,0.265733,0.301139
en-ar-starved-2b,unigram_starved,ar+en,de-ar,de,ar,0,0,1,raw,best,0,0.0199104,0.0099552,0.00597312,0.127956,0.114337,0.0136188,0.429647,0.143901
en-ar-starved-2b,unigram_starved,ar+en,de-ar,de,ar,0,0,1,centered,ref,12,0.0482827,0.0572424,0.0318566,0.0780077,7.4052e-05,0.0779336,1.4363,0.298143
en-ar-starved-2b,unigram_starved,ar+en,de-ar,de,ar,0,0,1,centered,best,12,0.0482827,0.0572424,0.0318566,0.0780077,7.4052e-05,0.0779336,1.4363,0.298143
en-ar-starved-2b,unigram_starved,ar+en,de-zh,de,zh,0,0,0,raw,ref,12,0.00846192,0.00945744,0.00298656,0.938661,0.93687,0.00179081,0.247604,0.256281
en-ar-starved-2b,unigram_starved,ar+en,de-zh,de,zh,0,0,0,raw,best,0,0.0283723,0.022897,0.0164261,0.100715,0.0751417,0.025573,0.603916,0.171723
en-ar-starved-2b,unigram_starved,ar+en,de-zh,de,zh,0,0,0,centered,ref,12,0.049776,0.0462917,0.0318566,0.0969354,0.000341523,0.0965939,1.09045,0.24619
en-ar-starved-2b,unigram_starved,ar+en,de-zh,de,zh,0,0,0,centered,best,0,0.0537581,0.0457939,0.0343454,0.0512372,0.000152906,0.0510843,0.802962,0.167998
en-ar-starved-2b,unigram_starved,ar+en,fr-ar,fr,ar,0,0,1,raw,ref,12,0.0024888,0.0074664,0.00149328,0.931774,0.92929,0.00248383,0.346889,0.375327
en-ar-starved-2b,unigram_starved,ar+en,fr-ar,fr,ar,0,0,1,raw,best,0,0.0189149,0.0074664,0.00398208,0.172133,0.159211,0.0129222,0.399594,0.148425
en-ar-starved-2b,unigram_starved,ar+en,fr-ar,fr,ar,0,0,1,centered,ref,12,0.0791439,0.0816327,0.0423096,0.0991976,6.51116e-05,0.0991325,1.78472,0.371035
en-ar-starved-2b,unigram_starved,ar+en,fr-ar,fr,ar,0,0,1,centered,best,12,0.0791439,0.0816327,0.0423096,0.0991976,6.51116e-05,0.0991325,1.78472,0.371035
en-ar-starved-2b,unigram_starved,ar+en,fr-zh,fr,zh,0,0,0,raw,ref,12,0.00647088,0.0099552,0.00398208,0.933853,0.932052,0.00180027,0.243674,0.260892
en-ar-starved-2b,unigram_starved,ar+en,fr-zh,fr,zh,0,0,0,raw,best,0,0.0258835,0.0214037,0.014435,0.0920624,0.0680264,0.0240359,0.609211,0.154749
en-ar-starved-2b,unigram_starved,ar+en,fr-zh,fr,zh,0,0,0,centered,ref,12,0.0592334,0.0438029,0.0313589,0.0962232,0.00024919,0.095974,1.193,0.251276
en-ar-starved-2b,unigram_starved,ar+en,fr-zh,fr,zh,0,0,0,centered,best,0,0.0592334,0.047785,0.0403186,0.0472302,5.639e-05,0.0471738,0.787426,0.153927
en-ar-starved-2b,unigram_starved,ar+en,ar-zh,ar,zh,0,0,1,raw,ref,12,0.00398208,0.00149328,0.00099552,0.888741,0.8871,0.00164005,0.18993,0.338937
en-ar-starved-2b,unigram_starved,ar+en,ar-zh,ar,zh,0,0,1,raw,best,0,0.00348432,0.00547536,0.00149328,-0.0158066,-0.0256715,0.00986493,0.140856,0.154983
en-ar-starved-2b,unigram_starved,ar+en,ar-zh,ar,zh,0,0,1,centered,ref,12,0.024888,0.0204082,0.00895968,0.0639797,5.48814e-05,0.0639248,1.11793,0.334447
en-ar-starved-2b,unigram_starved,ar+en,ar-zh,ar,zh,0,0,1,centered,best,0,0.0233947,0.0219014,0.0154306,0.020925,-6.80044e-05,0.020993,0.456013,0.158138
en-ar-starved-5b,unigram_starved,ar+en,en-de,en,de,1,0,1,raw,ref,12,0.0258835,0.0174216,0.0134395,0.812339,0.798042,0.0142975,0.62766,0.435283
en-ar-starved-5b,unigram_starved,ar+en,en-de,en,de,1,0,1,raw,best,0,0.147835,0.178696,0.116476,0.234554,0.132939,0.101615,1.61374,0.201242
en-ar-starved-5b,unigram_starved,ar+en,en-de,en,de,1,0,1,centered,ref,12,0.415132,0.426083,0.341463,0.201564,-0.000139184,0.201704,3.40362,0.434113
en-ar-starved-5b,unigram_starved,ar+en,en-de,en,de,1,0,1,centered,best,8,0.459433,0.45993,0.404181,0.216746,0.000112393,0.216634,3.55861,0.408472
en-ar-starved-5b,unigram_starved,ar+en,en-fr,en,fr,1,0,1,raw,ref,12,0.0637133,0.0313589,0.0253858,0.846212,0.826503,0.0197092,1.17676,0.483367
en-ar-starved-5b,unigram_starved,ar+en,en-fr,en,fr,1,0,1,raw,best,0,0.23992,0.240916,0.177203,0.287109,0.153677,0.133432,2.25558,0.233266
en-ar-starved-5b,unigram_starved,ar+en,en-fr,en,fr,1,0,1,centered,ref,12,0.63116,0.668492,0.574913,0.269979,-0.000141544,0.27012,4.29525,0.476679
en-ar-starved-5b,unigram_starved,ar+en,en-fr,en,fr,1,0,1,centered,best,11,0.666003,0.673967,0.597312,0.300269,-0.000158006,0.300427,4.22722,0.500789
en-ar-starved-5b,unigram_starved,ar+en,en-ar,en,ar,0,1,2,raw,ref,12,0.750622,0.828771,0.663514,0.9192,0.878574,0.0406263,3.12803,0.768247
en-ar-starved-5b,unigram_starved,ar+en,en-ar,en,ar,0,1,2,raw,best,12,0.750622,0.828771,0.663514,0.9192,0.878574,0.0406263,3.12803,0.768247
en-ar-starved-5b,unigram_starved,ar+en,en-ar,en,ar,0,1,2,centered,ref,12,0.965655,0.968143,0.94226,0.406262,-0.00014123,0.406403,5.76987,0.765275
en-ar-starved-5b,unigram_starved,ar+en,en-ar,en,ar,0,1,2,centered,best,13,0.97113,0.97561,0.951717,0.423647,-8.36424e-05,0.423731,5.98678,0.793297
en-ar-starved-5b,unigram_starved,ar+en,en-zh,en,zh,0,0,1,raw,ref,12,0.00398208,0.014435,0.00348432,0.779162,0.769112,0.0100507,0.361826,0.46895
en-ar-starved-5b,unigram_starved,ar+en,en-zh,en,zh,0,0,1,raw,best,0,0.0338477,0.0343454,0.0189149,-0.0230513,-0.0595517,0.0365003,0.689252,0.171881
en-ar-starved-5b,unigram_starved,ar+en,en-zh,en,zh,0,0,1,centered,ref,12,0.185665,0.135391,0.0950722,0.142637,-6.73753e-05,0.142704,2.34908,0.469365
en-ar-starved-5b,unigram_starved,ar+en,en-zh,en,zh,0,0,1,centered,best,12,0.185665,0.135391,0.0950722,0.142637,-6.73753e-05,0.142704,2.34908,0.469365
en-ar-starved-5b,unigram_starved,ar+en,de-fr,de,fr,1,0,0,raw,ref,12,0.0657043,0.0881035,0.0467894,0.919936,0.907614,0.0123223,1.38655,0.473658
en-ar-starved-5b,unigram_starved,ar+en,de-fr,de,fr,1,0,0,raw,best,11,0.117471,0.139373,0.0881035,0.936117,0.923968,0.0121493,1.47486,0.505586
en-ar-starved-5b,unigram_starved,ar+en,de-fr,de,fr,1,0,0,centered,ref,12,0.264311,0.252364,0.193131,0.240001,0.00040823,0.239592,2.30778,0.450668
en-ar-starved-5b,unigram_starved,ar+en,de-fr,de,fr,1,0,0,centered,best,11,0.275261,0.272275,0.206073,0.2405,0.000247303,0.240253,2.3816,0.480743
en-ar-starved-5b,unigram_starved,ar+en,de-ar,de,ar,0,0,1,raw,ref,12,0.00647088,0.0139373,0.00298656,0.807904,0.799723,0.00818118,0.466396,0.410993
en-ar-starved-5b,unigram_starved,ar+en,de-ar,de,ar,0,0,1,raw,best,0,0.0149328,0.0109507,0.00796416,0.125199,0.108664,0.0165353,0.423661,0.128005
en-ar-starved-5b,unigram_starved,ar+en,de-ar,de,ar,0,0,1,centered,ref,12,0.134395,0.125933,0.0786461,0.116644,-3.6717e-05,0.116681,2.06842,0.406936
en-ar-starved-5b,unigram_starved,ar+en,de-ar,de,ar,0,0,1,centered,best,13,0.133897,0.133897,0.085117,0.107138,-8.78018e-05,0.107226,2.06079,0.368766
en-ar-starved-5b,unigram_starved,ar+en,de-zh,de,zh,0,0,0,raw,ref,12,0.00696864,0.0179194,0.00348432,0.846118,0.838525,0.00759344,0.428791,0.409871
en-ar-starved-5b,unigram_starved,ar+en,de-zh,de,zh,0,0,0,raw,best,0,0.0293678,0.0199104,0.0159283,0.050765,0.01968,0.0310849,0.751643,0.178221
en-ar-starved-5b,unigram_starved,ar+en,de-zh,de,zh,0,0,0,centered,ref,12,0.0826282,0.0627178,0.0413141,0.154386,0.000275648,0.154111,1.54383,0.394335
en-ar-starved-5b,unigram_starved,ar+en,de-zh,de,zh,0,0,0,centered,best,13,0.0910901,0.0751618,0.0462917,0.15413,0.000237525,0.153893,1.60232,0.37475
en-ar-starved-5b,unigram_starved,ar+en,fr-ar,fr,ar,0,0,1,raw,ref,12,0.00547536,0.0278746,0.0024888,0.836536,0.82548,0.0110559,0.721169,0.471772
en-ar-starved-5b,unigram_starved,ar+en,fr-ar,fr,ar,0,0,1,raw,best,0,0.0139373,0.0114485,0.0074664,0.162979,0.147245,0.015734,0.389779,0.129563
en-ar-starved-5b,unigram_starved,ar+en,fr-ar,fr,ar,0,0,1,centered,ref,12,0.236436,0.253858,0.151817,0.153255,-3.69818e-05,0.153292,2.66927,0.462815
en-ar-starved-5b,unigram_starved,ar+en,fr-ar,fr,ar,0,0,1,centered,best,12,0.236436,0.253858,0.151817,0.153255,-3.69818e-05,0.153292,2.66927,0.462815
en-ar-starved-5b,unigram_starved,ar+en,fr-zh,fr,zh,0,0,0,raw,ref,12,0.00647088,0.0214037,0.0049776,0.849815,0.841851,0.00796391,0.432029,0.422884
en-ar-starved-5b,unigram_starved,ar+en,fr-zh,fr,zh,0,0,0,raw,best,0,0.0283723,0.0204082,0.0154306,0.0298899,0.00137078,0.0285191,0.711185,0.152085
en-ar-starved-5b,unigram_starved,ar+en,fr-zh,fr,zh,0,0,0,centered,ref,12,0.0960677,0.074664,0.0472872,0.15734,0.000188283,0.157151,1.68623,0.402855
en-ar-starved-5b,unigram_starved,ar+en,fr-zh,fr,zh,0,0,0,centered,best,14,0.103534,0.0886013,0.0582379,0.144831,0.000135613,0.144695,1.74045,0.360968
en-ar-starved-5b,unigram_starved,ar+en,ar-zh,ar,zh,0,0,1,raw,ref,12,0.00298656,0.00547536,0.00099552,0.785006,0.776966,0.00803952,0.324642,0.476687
en-ar-starved-5b,unigram_starved,ar+en,ar-zh,ar,zh,0,0,1,raw,best,10,0.00298656,0.00547536,0.00149328,0.831626,0.825717,0.00590895,0.243818,0.51524
en-ar-starved-5b,unigram_starved,ar+en,ar-zh,ar,zh,0,0,1,centered,ref,12,0.111,0.0731707,0.0423096,0.116387,-1.63921e-05,0.116403,1.95335,0.474429
en-ar-starved-5b,unigram_starved,ar+en,ar-zh,ar,zh,0,0,1,centered,best,13,0.0980587,0.0751618,0.0433051,0.111226,-1.54857e-05,0.111241,1.96614,0.438966
en-ar-starved,unigram_starved,ar+en,en-de,en,de,1,0,1,raw,ref,12,0.0263813,0.0691887,0.0204082,0.761552,0.725616,0.0359363,0.528224,0.66257
en-ar-starved,unigram_starved,ar+en,en-de,en,de,1,0,1,raw,best,0,0.205575,0.15779,0.130911,0.168575,0.0511213,0.117453,2.25478,0.192162
en-ar-starved,unigram_starved,ar+en,en-de,en,de,1,0,1,centered,ref,12,0.605276,0.48233,0.399204,0.32777,-0.00022734,0.327998,3.40495,0.65441
en-ar-starved,unigram_starved,ar+en,en-de,en,de,1,0,1,centered,best,7,0.528123,0.521155,0.452464,0.224821,0.000315843,0.224505,3.80606,0.436123
en-ar-starved,unigram_starved,ar+en,en-fr,en,fr,1,0,1,raw,ref,12,0.0642111,0.358387,0.0562469,0.820414,0.76785,0.0525648,1.05315,0.7271
en-ar-starved,unigram_starved,ar+en,en-fr,en,fr,1,0,1,raw,best,1,0.308611,0.19114,0.174216,0.519987,0.432962,0.0870249,2.60825,0.27946
en-ar-starved,unigram_starved,ar+en,en-fr,en,fr,1,0,1,centered,ref,12,0.865605,0.80886,0.745147,0.436658,-7.01606e-05,0.436728,4.46018,0.718121
en-ar-starved,unigram_starved,ar+en,en-fr,en,fr,1,0,1,centered,best,13,0.860129,0.852663,0.787954,0.429967,-0.000152391,0.43012,4.7457,0.674429
en-ar-starved,unigram_starved,ar+en,en-ar,en,ar,0,1,2,raw,ref,12,0.941762,0.989547,0.936287,0.927233,0.832644,0.0945895,3.20393,0.808689
en-ar-starved,unigram_starved,ar+en,en-ar,en,ar,0,1,2,raw,best,14,0.974614,0.983574,0.961672,0.892357,0.767122,0.125235,3.72812,0.841101
en-ar-starved,unigram_starved,ar+en,en-ar,en,ar,0,1,2,centered,ref,12,0.988054,0.989547,0.978099,0.656733,8.79073e-05,0.656646,6.57808,0.804661
en-ar-starved,unigram_starved,ar+en,en-ar,en,ar,0,1,2,centered,best,13,0.99104,0.992036,0.983076,0.656292,-8.33504e-05,0.656375,7.12866,0.822339
en-ar-starved,unigram_starved,ar+en,en-zh,en,zh,0,0,1,raw,ref,12,0.037332,0.338975,0.0233947,0.821172,0.773517,0.0476549,1.00691,0.68663
en-ar-starved,unigram_starved,ar+en,en-zh,en,zh,0,0,1,raw,best,0,0.107018,0.0642111,0.0413141,0.0773248,-0.000923269,0.0782481,2.11707,0.16657
en-ar-starved,unigram_starved,ar+en,en-zh,en,zh,0,0,1,centered,ref,12,0.892484,0.754107,0.702837,0.437628,7.75855e-05,0.43755,4.04656,0.688037
en-ar-starved,unigram_starved,ar+en,en-zh,en,zh,0,0,1,centered,best,13,0.896964,0.797412,0.752115,0.436163,-7.27149e-05,0.436236,4.38179,0.665693
en-ar-starved,unigram_starved,ar+en,de-fr,de,fr,1,0,0,raw,ref,12,0.138875,0.136884,0.0716775,0.856602,0.817341,0.0392612,1.53472,0.741843
en-ar-starved,unigram_starved,ar+en,de-fr,de,fr,1,0,0,raw,best,11,0.223494,0.244898,0.127924,0.902335,0.863151,0.0391848,1.43894,0.761121
en-ar-starved,unigram_starved,ar+en,de-fr,de,fr,1,0,0,centered,ref,12,0.405177,0.469388,0.306122,0.406184,-3.15681e-05,0.406215,2.54325,0.708428
en-ar-starved,unigram_starved,ar+en,de-fr,de,fr,1,0,0,centered,best,14,0.458437,0.496267,0.374316,0.390651,0.000279836,0.390371,2.92618,0.643793
en-ar-starved,unigram_starved,ar+en,de-ar,de,ar,0,0,1,raw,ref,12,0.0552514,0.0194126,0.00846192,0.747227,0.715457,0.0317695,1.25834,0.630396
en-ar-starved,unigram_starved,ar+en,de-ar,de,ar,0,0,1,raw,best,0,0.0219014,0.0219014,0.0139373,0.0495204,0.0277837,0.0217366,0.565738,0.123696
en-ar-starved,unigram_starved,ar+en,de-ar,de,ar,0,0,1,centered,ref,12,0.326033,0.413639,0.229965,0.276204,-0.000181369,0.276385,2.60147,0.61723
en-ar-starved,unigram_starved,ar+en,de-ar,de,ar,0,0,1,centered,best,14,0.371827,0.411648,0.273768,0.25362,-0.000157918,0.253778,3.15575,0.495192
en-ar-starved,unigram_starved,ar+en,de-zh,de,zh,0,0,0,raw,ref,12,0.0328522,0.0288701,0.0049776,0.785718,0.756761,0.0289569,1.09734,0.61351
en-ar-starved,unigram_starved,ar+en,de-zh,de,zh,0,0,0,raw,best,0,0.0428074,0.0368342,0.022897,0.0659675,0.0188033,0.0471643,1.26769,0.172091
en-ar-starved,unigram_starved,ar+en,de-zh,de,zh,0,0,0,centered,ref,12,0.259831,0.251369,0.133897,0.325528,-7.96821e-05,0.325608,2.12646,0.601302
en-ar-starved,unigram_starved,ar+en,de-zh,de,zh,0,0,0,centered,best,15,0.294176,0.289696,0.195122,0.280902,9.69703e-05,0.280805,2.60151,0.506829
en-ar-starved,unigram_starved,ar+en,fr-ar,fr,ar,0,0,1,raw,ref,12,0.281234,0.0706819,0.0408163,0.807126,0.759441,0.0476851,2.04972,0.706555
en-ar-starved,unigram_starved,ar+en,fr-ar,fr,ar,0,0,1,raw,best,12,0.281234,0.0706819,0.0408163,0.807126,0.759441,0.0476851,2.04972,0.706555
en-ar-starved,unigram_starved,ar+en,fr-ar,fr,ar,0,0,1,centered,ref,12,0.699851,0.752115,0.580886,0.379947,-5.77868e-05,0.380005,3.63925,0.697364
en-ar-starved,unigram_starved,ar+en,fr-ar,fr,ar,0,0,1,centered,best,13,0.762071,0.768044,0.659532,0.37325,-0.000120674,0.373371,4.05303,0.652189
en-ar-starved,unigram_starved,ar+en,fr-zh,fr,zh,0,0,0,raw,ref,12,0.0930811,0.0681931,0.012444,0.815405,0.778757,0.0366475,1.37069,0.64737
en-ar-starved,unigram_starved,ar+en,fr-zh,fr,zh,0,0,0,raw,best,0,0.0428074,0.0313589,0.0223992,0.0666397,0.0174521,0.0491876,1.37649,0.147137
en-ar-starved,unigram_starved,ar+en,fr-zh,fr,zh,0,0,0,centered,ref,12,0.512195,0.441015,0.294176,0.379856,-7.10122e-06,0.379863,2.69795,0.636092
en-ar-starved,unigram_starved,ar+en,fr-zh,fr,zh,0,0,0,centered,best,14,0.540567,0.493778,0.3778,0.366907,-2.60843e-05,0.366933,3.15385,0.599135
en-ar-starved,unigram_starved,ar+en,ar-zh,ar,zh,0,0,1,raw,ref,12,0.0587357,0.260826,0.0164261,0.804571,0.75905,0.0455208,1.17855,0.675689
en-ar-starved,unigram_starved,ar+en,ar-zh,ar,zh,0,0,1,raw,best,12,0.0587357,0.260826,0.0164261,0.804571,0.75905,0.0455208,1.17855,0.675689
en-ar-starved,unigram_starved,ar+en,ar-zh,ar,zh,0,0,1,centered,ref,12,0.809856,0.665007,0.578895,0.400935,6.11641e-05,0.400874,3.65793,0.669603
en-ar-starved,unigram_starved,ar+en,ar-zh,ar,zh,0,0,1,centered,best,13,0.814833,0.726232,0.640617,0.393072,-5.11501e-05,0.393123,4.06449,0.653221
en-de-fair-10b,unigram_destarved,de+en,en-de,en,de,1,1,2,raw,ref,12,0.998009,0.999502,0.997511,0.940989,0.807006,0.133984,5.3464,0.855103
en-de-fair-10b,unigram_destarved,de+en,en-de,en,de,1,1,2,raw,best,10,0.999502,0.999502,0.999004,0.956381,0.853897,0.102484,4.90005,0.83868
en-de-fair-10b,unigram_destarved,de+en,en-de,en,de,1,1,2,centered,ref,12,0.999502,0.999502,0.999004,0.740933,-0.000288417,0.741221,8.43876,0.853241
en-de-fair-10b,unigram_destarved,de+en,en-de,en,de,1,1,2,centered,best,10,0.999502,0.999502,0.999004,0.724687,-0.000292828,0.72498,7.57449,0.83623
en-de-fair-10b,unigram_destarved,de+en,en-fr,en,fr,1,0,1,raw,ref,12,0.0920856,0.318566,0.0806371,0.767513,0.708984,0.0585297,1.69316,0.650493
en-de-fair-10b,unigram_destarved,de+en,en-fr,en,fr,1,0,1,raw,best,0,0.323544,0.2444,0.211548,0.218125,0.0566603,0.161465,3.01646,0.233144
en-de-fair-10b,unigram_destarved,de+en,en-fr,en,fr,1,0,1,centered,ref,12,0.902439,0.908412,0.854156,0.421861,-0.000184702,0.422046,5.33958,0.642941
en-de-fair-10b,unigram_destarved,de+en,en-fr,en,fr,1,0,1,centered,best,12,0.902439,0.908412,0.854156,0.421861,-0.000184702,0.422046,5.33958,0.642941
en-de-fair-10b,unigram_destarved,de+en,en-ar,en,ar,0,0,1,raw,ref,12,0.00149328,0.00696864,0,0.638888,0.625436,0.0134526,0.148318,0.382261
en-de-fair-10b,unigram_destarved,de+en,en-ar,en,ar,0,0,1,raw,best,0,0.0433051,0.0418118,0.0288701,0.0119741,-0.028057,0.040031,0.996834,0.14556
