run,step,tokens,metric,value
en-zh__unigram_starved,30110,27988128846.427246,eval/flores_en_bpb,1.1228033255247731
en-zh__unigram_starved,30110,27988128846.427246,eval/flores_zh_bpb,1.299159082908783
en-zh__unigram_starved,30110,27988128846.427246,eval/holdout_en_bpb,0.9162158084309644
en-zh__unigram_starved,30110,27988128846.427246,eval/holdout_zh_bpb,1.0988102841518268
en-de__unigram_destarved,273,252568944.74409148,eval/flores_de_bpb,1.5635126044348548
en-de__unigram_destarved,273,252568944.74409148,eval/flores_en_bpb,1.7271912506938962
en-de__unigram_destarved,273,252568944.74409148,eval/holdout_de_bpb,1.4894807435313258
en-de__unigram_destarved,273,252568944.74409148,eval/holdout_en_bpb,1.574984451848763
en-de__unigram_destarved,546,505137889.48818296,eval/flores_de_bpb,1.340063488170025
en-de__unigram_destarved,546,505137889.48818296,eval/flores_en_bpb,1.4723802303405062
en-de__unigram_destarved,546,505137889.48818296,eval/holdout_de_bpb,1.2857632735644704
en-de__unigram_destarved,546,505137889.48818296,eval/holdout_en_bpb,1.346036594440606
en-de__unigram_destarved,819,757706834.2322744,eval/flores_de_bpb,1.2599180184189744
en-de__unigram_destarved,819,757706834.2322744,eval/flores_en_bpb,1.4021423539060365
en-de__unigram_destarved,819,757706834.2322744,eval/holdout_de_bpb,1.2037840939804392
en-de__unigram_destarved,819,757706834.2322744,eval/holdout_en_bpb,1.2572425998245036
en-de__unigram_destarved,1092,1010275778.9763659,eval/flores_de_bpb,1.219526739027186
en-de__unigram_destarved,1092,1010275778.9763659,eval/flores_en_bpb,1.379662272358295
en-de__unigram_destarved,1092,1010275778.9763659,eval/holdout_de_bpb,1.157721337914552
en-de__unigram_destarved,1092,1010275778.9763659,eval/holdout_en_bpb,1.2155215416889174
en-de__unigram_destarved,1365,1262844723.7204573,eval/flores_de_bpb,1.1877325973386805
en-de__unigram_destarved,1365,1262844723.7204573,eval/flores_en_bpb,1.3154047359669818
en-de__unigram_destarved,1365,1262844723.7204573,eval/holdout_de_bpb,1.1026731127337153
en-de__unigram_destarved,1365,1262844723.7204573,eval/holdout_en_bpb,1.156246047830277
en-de__unigram_destarved,1638,1515413668.4645488,eval/flores_de_bpb,1.1480467807852848
en-de__unigram_destarved,1638,1515413668.4645488,eval/flores_en_bpb,1.2936163671530292
en-de__unigram_destarved,1638,1515413668.4645488,eval/holdout_de_bpb,1.0695871269317188
en-de__unigram_destarved,1638,1515413668.4645488,eval/holdout_en_bpb,1.1219810894690232
en-de__unigram_destarved,1911,1767982613.2086403,eval/flores_de_bpb,1.1308698683746765
en-de__unigram_destarved,1911,1767982613.2086403,eval/flores_en_bpb,1.2659974228912314
en-de__unigram_destarved,1911,1767982613.2086403,eval/holdout_de_bpb,1.0464643447539843
en-de__unigram_destarved,1911,1767982613.2086403,eval/holdout_en_bpb,1.099050202805179
en-de__unigram_destarved,2456,2272195341.7270646,eval/flores_de_bpb,1.098346411830098
en-de__unigram_destarved,2456,2272195341.7270646,eval/flores_en_bpb,1.238064925559734
en-de__unigram_destarved,2456,2272195341.7270646,eval/holdout_de_bpb,1.0166047483114462
en-de__unigram_destarved,2456,2272195341.7270646,eval/holdout_en_bpb,1.068323601661569
en-de__unigram_destarved,3001,2776408070.245489,eval/flores_de_bpb,1.0819085114845832
en-de__unigram_destarved,3001,2776408070.245489,eval/flores_en_bpb,1.2271637509124913
en-de__unigram_destarved,3001,2776408070.245489,eval/holdout_de_bpb,0.9977607897010325
en-de__unigram_destarved,3001,2776408070.245489,eval/holdout_en_bpb,1.0492710865673704
en-de__unigram_destarved,3546,3280620798.7639136,eval/flores_de_bpb,1.0852901430594004
en-de__unigram_destarved,3546,3280620798.7639136,eval/flores_en_bpb,1.238566793518227
en-de__unigram_destarved,3546,3280620798.7639136,eval/holdout_de_bpb,0.983855246365002
en-de__unigram_destarved,3546,3280620798.7639136,eval/holdout_en_bpb,1.0333492761042653
en-de__unigram_destarved,4091,3784833527.2823377,eval/flores_de_bpb,1.0675410555934635
en-de__unigram_destarved,4091,3784833527.2823377,eval/flores_en_bpb,1.2248161132358002
en-de__unigram_destarved,4091,3784833527.2823377,eval/holdout_de_bpb,0.9741070759610192
en-de__unigram_destarved,4091,3784833527.2823377,eval/holdout_en_bpb,1.0226254354906301
en-de__unigram_destarved,4636,4289046255.800762,eval/flores_de_bpb,1.06738695806669
en-de__unigram_destarved,4636,4289046255.800762,eval/flores_en_bpb,1.2050204090945331
en-de__unigram_destarved,4636,4289046255.800762,eval/holdout_de_bpb,0.9654107454984984
en-de__unigram_destarved,4636,4289046255.800762,eval/holdout_en_bpb,1.0126956343348663
en-de__unigram_destarved,5181,4793258984.319186,eval/flores_de_bpb,1.0498696865858317
en-de__unigram_destarved,5181,4793258984.319186,eval/flores_en_bpb,1.1903273622129482
en-de__unigram_destarved,5181,4793258984.319186,eval/holdout_de_bpb,0.9590848939701759
en-de__unigram_destarved,5181,4793258984.319186,eval/holdout_en_bpb,1.0072979356899046
en-de__unigram_destarved,6271,5801684441.356035,eval/flores_de_bpb,1.0421590915214667
en-de__unigram_destarved,6271,5801684441.356035,eval/flores_en_bpb,1.1824605897515874
en-de__unigram_destarved,6271,5801684441.356035,eval/holdout_de_bpb,0.9505933815708114
en-de__unigram_destarved,6271,5801684441.356035,eval/holdout_en_bpb,0.997020937149205
en-de__unigram_destarved,7361,6810109898.392884,eval/flores_de_bpb,1.036969912253683
en-de__unigram_destarved,7361,6810109898.392884,eval/flores_en_bpb,1.170565669395856
en-de__unigram_destarved,7361,6810109898.392884,eval/holdout_de_bpb,0.9427023955753758
en-de__unigram_destarved,7361,6810109898.392884,eval/holdout_en_bpb,0.9887628439916
en-de__unigram_destarved,8451,7818535355.429732,eval/flores_de_bpb,1.0409917874313446
en-de__unigram_destarved,8451,7818535355.429732,eval/flores_en_bpb,1.1763842033072966
en-de__unigram_destarved,8451,7818535355.429732,eval/holdout_de_bpb,0.9377218030537153
en-de__unigram_destarved,8451,7818535355.429732,eval/holdout_en_bpb,0.9839590458769687
en-de__unigram_destarved,9541,8826960812.466581,eval/flores_de_bpb,1.0249176454779536
en-de__unigram_destarved,9541,8826960812.466581,eval/flores_en_bpb,1.1650712289533558
en-de__unigram_destarved,9541,8826960812.466581,eval/holdout_de_bpb,0.9330566792674988
en-de__unigram_destarved,9541,8826960812.466581,eval/holdout_en_bpb,0.9808105203882056
en-de__unigram_destarved,10631,9835386269.50343,eval/flores_de_bpb,1.022050722863775
en-de__unigram_destarved,10631,9835386269.50343,eval/flores_en_bpb,1.158623043367108
en-de__unigram_destarved,10631,9835386269.50343,eval/holdout_de_bpb,0.9308983578599558
en-de__unigram_destarved,10631,9835386269.50343,eval/holdout_en_bpb,0.9782271859946093
en-de__unigram_destarved,11721,10843811726.54028,eval/flores_de_bpb,1.0253319057436274
en-de__unigram_destarved,11721,10843811726.54028,eval/flores_en_bpb,1.1570496780252
en-de__unigram_destarved,11721,10843811726.54028,eval/holdout_de_bpb,0.9275580181004791
en-de__unigram_destarved,11721,10843811726.54028,eval/holdout_en_bpb,0.9745283978817274
en-de__unigram_destarved,12811,11852237183.577127,eval/flores_de_bpb,1.021193036321507
en-de__unigram_destarved,12811,11852237183.577127,eval/flores_en_bpb,1.1649366078800039
en-de__unigram_destarved,12811,11852237183.577127,eval/holdout_de_bpb,0.9241003523424369
en-de__unigram_destarved,12811,11852237183.577127,eval/holdout_en_bpb,0.9705958326075431
en-de__unigram_destarved,14919,13802476507.828207,eval/flores_de_bpb,1.017237414991252
en-de__unigram_destarved,14919,13802476507.828207,eval/flores_en_bpb,1.1529373605888333
en-de__unigram_destarved,14919,13802476507.828207,eval/holdout_de_bpb,0.9180890212805617
en-de__unigram_destarved,14919,13802476507.828207,eval/holdout_en_bpb,0.9657784889068443
en-de__unigram_destarved,15937,14744290375.042439,eval/flores_de_bpb,1.0094175104625611
en-de__unigram_destarved,15937,14744290375.042439,eval/flores_en_bpb,1.1485222192305302
en-de__unigram_destarved,15937,14744290375.042439,eval/holdout_de_bpb,0.9156860725751079
en-de__unigram_destarved,15937,14744290375.042439,eval/holdout_en_bpb,0.961910820795046
en-de__unigram_destarved,17972,16626992948.501143,eval/flores_de_bpb,1.0126146486717666
en-de__unigram_destarved,17972,16626992948.501143,eval/flores_en_bpb,1.1383892938547528
en-de__unigram_destarved,17972,16626992948.501143,eval/holdout_de_bpb,0.9139039686080018
en-de__unigram_destarved,17972,16626992948.501143,eval/holdout_en_bpb,0.9590962470977212
en-de__unigram_destarved,20007,18509695521.959846,eval/flores_de_bpb,1.008421599753853
en-de__unigram_destarved,20007,18509695521.959846,eval/flores_en_bpb,1.1375721343371403
en-de__unigram_destarved,20007,18509695521.959846,eval/holdout_de_bpb,0.9118317589217803
en-de__unigram_destarved,20007,18509695521.959846,eval/holdout_en_bpb,0.9575226466761548
en-de__unigram_destarved,22042,20392398095.41855,eval/flores_de_bpb,1.0393263730297335
en-de__unigram_destarved,22042,20392398095.41855,eval/flores_en_bpb,1.1715743975070165
en-de__unigram_destarved,22042,20392398095.41855,eval/holdout_de_bpb,0.9453725621667884
en-de__unigram_destarved,22042,20392398095.41855,eval/holdout_en_bpb,0.9980850478962572
en-de__unigram_destarved,24077,22275100668.877254,eval/flores_de_bpb,1.0169637642009466
en-de__unigram_destarved,24077,22275100668.877254,eval/flores_en_bpb,1.1458458534894504
en-de__unigram_destarved,24077,22275100668.877254,eval/holdout_de_bpb,0.9087946815972515
en-de__unigram_destarved,24077,22275100668.877254,eval/holdout_en_bpb,0.955056086853091
en-de__unigram_destarved,26112,24157803242.335957,eval/flores_de_bpb,0.9883054312667756
en-de__unigram_destarved,26112,24157803242.335957,eval/flores_en_bpb,1.1213443374610181
en-de__unigram_destarved,26112,24157803242.335957,eval/holdout_de_bpb,0.8883592673319679
en-de__unigram_destarved,26112,24157803242.335957,eval/holdout_en_bpb,0.9322390639067294
en-de__unigram_destarved,28147,26040505815.794662,eval/flores_de_bpb,0.9893330029126784
en-de__unigram_destarved,28147,26040505815.794662,eval/flores_en_bpb,1.1256992028329125
en-de__unigram_destarved,28147,26040505815.794662,eval/holdout_de_bpb,0.8643533552578341
en-de__unigram_destarved,28147,26040505815.794662,eval/holdout_en_bpb,0.9069487052166013
en-de__unigram_destarved,30182,27923208389.253365,eval/flores_de_bpb,0.9709878177959033
en-de__unigram_destarved,30182,27923208389.253365,eval/flores_en_bpb,1.1046889531646014
en-de__unigram_destarved,30182,27923208389.253365,eval/holdout_de_bpb,0.8463220513068653
en-de__unigram_destarved,30182,27923208389.253365,eval/holdout_en_bpb,0.888145796834937
en__unigram_destarved,273,252558893.23311445,eval/flores_en_bpb,1.744967357237351
en__unigram_destarved,273,252558893.23311445,eval/holdout_en_bpb,1.5425396609469524
en__unigram_destarved,546,505117786.4662289,eval/flores_en_bpb,1.4958550976902663
en__unigram_destarved,546,505117786.4662289,eval/holdout_en_bpb,1.404488206339283
en__unigram_destarved,819,757676679.6993433,eval/flores_en_bpb,1.3531347761153156
en__unigram_destarved,819,757676679.6993433,eval/holdout_en_bpb,1.2095971338270697
en__unigram_destarved,1092,1010235572.9324578,eval/flores_en_bpb,1.3220995691576267
en__unigram_destarved,1092,1010235572.9324578,eval/holdout_en_bpb,1.1663051605593273
en__unigram_destarved,1365,1262794466.1655722,eval/flores_en_bpb,1.2877754111074626
en__unigram_destarved,1365,1262794466.1655722,eval/holdout_en_bpb,1.113207484400499
en__unigram_destarved,1638,1515353359.3986866,eval/flores_en_bpb,1.2747025127582032
en__unigram_destarved,1638,1515353359.3986866,eval/holdout_en_bpb,1.0786755810767263
en__unigram_destarved,1911,1767912252.6318011,eval/flores_en_bpb,1.2458352281107954
en__unigram_destarved,1911,1767912252.6318011,eval/holdout_en_bpb,1.0553245294015416
en__unigram_destarved,2456,2272104914.946993,eval/flores_en_bpb,1.2281812269708101
en__unigram_destarved,2456,2272104914.946993,eval/holdout_en_bpb,1.0260605740295377
en__unigram_destarved,3001,2776297577.2621846,eval/flores_en_bpb,1.204909468317732
en__unigram_destarved,3001,2776297577.2621846,eval/holdout_en_bpb,1.0061741563679165
en__unigram_destarved,3546,3280490239.577377,eval/flores_en_bpb,1.1954947515186791
en__unigram_destarved,3546,3280490239.577377,eval/holdout_en_bpb,0.993132277119023
en__unigram_destarved,4091,3784682901.8925686,eval/flores_en_bpb,1.1790345997641836
en__unigram_destarved,4091,3784682901.8925686,eval/holdout_en_bpb,0.9821610641467198
en__unigram_destarved,4636,4288875564.2077603,eval/flores_en_bpb,1.1863586697957864
en__unigram_destarved,4636,4288875564.2077603,eval/holdout_en_bpb,0.9763425792467162
en__unigram_destarved,5181,4793068226.522952,eval/flores_en_bpb,1.1792594613876968
en__unigram_destarved,5181,4793068226.522952,eval/holdout_en_bpb,0.9697390437490646
en__unigram_destarved,6271,5801453551.153336,eval/flores_en_bpb,1.1682345092631494
en__unigram_destarved,6271,5801453551.153336,eval/holdout_en_bpb,0.9595848350409605
en__unigram_destarved,7361,6809838875.783719,eval/flores_en_bpb,1.1603088212586832
en__unigram_destarved,7361,6809838875.783719,eval/holdout_en_bpb,0.9528928737793388
en__unigram_destarved,8451,7818224200.4141035,eval/flores_en_bpb,1.148127600646933
en__unigram_destarved,8451,7818224200.4141035,eval/holdout_en_bpb,0.9470676363262732
en__unigram_destarved,9541,8826609525.044487,eval/flores_en_bpb,1.1433877447768712
en__unigram_destarved,9541,8826609525.044487,eval/holdout_en_bpb,0.9441407153634823
en__unigram_destarved,10631,9834994849.674871,eval/flores_en_bpb,1.1360409764725368
en__unigram_destarved,10631,9834994849.674871,eval/holdout_en_bpb,0.9406546062726138
en__unigram_destarved,11721,10843380174.305254,eval/flores_en_bpb,1.1384445981602667
en__unigram_destarved,11721,10843380174.305254,eval/holdout_en_bpb,0.9379917712954543
en__unigram_destarved,12811,11851765498.935638,eval/flores_en_bpb,1.137214779289001
en__unigram_destarved,12811,11851765498.935638,eval/holdout_en_bpb,0.9356912821896012
en__unigram_destarved,13901,12860150823.566021,eval/flores_en_bpb,1.1372113727229805
en__unigram_destarved,13901,12860150823.566021,eval/holdout_en_bpb,0.9335940070250085
en__unigram_destarved,14919,13801927209.321737,eval/flores_en_bpb,1.1360547852037737
en__unigram_destarved,14919,13801927209.321737,eval/holdout_en_bpb,0.9291180551208262
en__unigram_destarved,15937,14743703595.077454,eval/flores_en_bpb,1.1330770804254302
en__unigram_destarved,15937,14743703595.077454,eval/holdout_en_bpb,0.9266613270467527
en__unigram_destarved,17972,16626331242.437849,eval/flores_en_bpb,1.127229071984801
en__unigram_destarved,17972,16626331242.437849,eval/holdout_en_bpb,0.9239585190122976
en__unigram_destarved,20007,18508958889.798244,eval/flores_en_bpb,1.1220229432856605
en__unigram_destarved,20007,18508958889.798244,eval/holdout_en_bpb,0.9228918949736525
en__unigram_destarved,22042,20391586537.158638,eval/flores_en_bpb,1.1191971328817487
en__unigram_destarved,22042,20391586537.158638,eval/holdout_en_bpb,0.920526086086656
en__unigram_destarved,24077,22274214184.519035,eval/flores_en_bpb,1.1133058777487983
en__unigram_destarved,24077,22274214184.519035,eval/holdout_en_bpb,0.9167725565197594
en__unigram_destarved,26112,24156841831.87943,eval/flores_en_bpb,1.104239817247456
en__unigram_destarved,26112,24156841831.87943,eval/holdout_en_bpb,0.8969905666445019
en__unigram_destarved,28147,26039469479.239826,eval/flores_en_bpb,1.0835933520028744
en__unigram_destarved,28147,26039469479.239826,eval/holdout_en_bpb,0.8740230969208919
en__unigram_destarved,30182,27922097126.60022,eval/flores_en_bpb,1.071763190092508
en__unigram_destarved,30182,27922097126.60022,eval/holdout_en_bpb,0.8542875212851787
fr__unigram_destarved,273,251351588.90558377,eval/flores_fr_bpb,1.4176057993333813
fr__unigram_destarved,273,251351588.90558377,eval/holdout_fr_bpb,1.380390210041868
fr__unigram_destarved,546,502703177.81116754,eval/flores_fr_bpb,1.1819368805332011
fr__unigram_destarved,546,502703177.81116754,eval/holdout_fr_bpb,1.1415248788391952
fr__unigram_destarved,819,754054766.7167513,eval/flores_fr_bpb,1.111130046570962
fr__unigram_destarved,819,754054766.7167513,eval/holdout_fr_bpb,1.0695397934102973
fr__unigram_destarved,1092,1005406355.6223351,eval/flores_fr_bpb,1.090895797064684
fr__unigram_destarved,1092,1005406355.6223351,eval/holdout_fr_bpb,1.0272904481339409
fr__unigram_destarved,1365,1256757944.5279188,eval/flores_fr_bpb,1.0619637516149596
fr__unigram_destarved,1365,1256757944.5279188,eval/holdout_fr_bpb,0.9876377458350175
fr__unigram_destarved,1638,1508109533.4335027,eval/flores_fr_bpb,1.0279870186973363
fr__unigram_destarved,1638,1508109533.4335027,eval/holdout_fr_bpb,0.9493274963825461
fr__unigram_destarved,1911,1759461122.3390863,eval/flores_fr_bpb,1.0092591568507447
fr__unigram_destarved,1911,1759461122.3390863,eval/holdout_fr_bpb,0.9256242687161549
fr__unigram_destarved,2456,2261243598.359391,eval/flores_fr_bpb,0.996433663620248
fr__unigram_destarved,2456,2261243598.359391,eval/holdout_fr_bpb,0.8979754077985977
fr__unigram_destarved,3001,2763026074.3796954,eval/flores_fr_bpb,0.9879242667294207
fr__unigram_destarved,3001,2763026074.3796954,eval/holdout_fr_bpb,0.8796123704369693
fr__unigram_destarved,3546,3264808550.4,eval/flores_fr_bpb,0.9755096285683746
fr__unigram_destarved,3546,3264808550.4,eval/holdout_fr_bpb,0.8682361919789008
fr__unigram_destarved,4091,3766591026.420305,eval/flores_fr_bpb,0.9764004733185147
fr__unigram_destarved,4091,3766591026.420305,eval/holdout_fr_bpb,0.8587270178029885
fr__unigram_destarved,4636,4268373502.4406095,eval/flores_fr_bpb,0.9557607334915327
fr__unigram_destarved,4636,4268373502.4406095,eval/holdout_fr_bpb,0.8508389014268529
fr__unigram_destarved,5181,4770155978.460914,eval/flores_fr_bpb,0.9608194532074216
fr__unigram_destarved,5181,4770155978.460914,eval/holdout_fr_bpb,0.8455326338476284
fr__unigram_destarved,6271,5773720930.501523,eval/flores_fr_bpb,0.9512486979351339
fr__unigram_destarved,6271,5773720930.501523,eval/holdout_fr_bpb,0.8375191091403192
fr__unigram_destarved,7361,6777285882.542132,eval/flores_fr_bpb,0.936386277600625
fr__unigram_destarved,7361,6777285882.542132,eval/holdout_fr_bpb,0.8312400598392166
fr__unigram_destarved,8451,7780850834.582742,eval/flores_fr_bpb,0.9482095515613677
fr__unigram_destarved,8451,7780850834.582742,eval/holdout_fr_bpb,0.8259507689211317
fr__unigram_destarved,9541,8784415786.62335,eval/flores_fr_bpb,0.9396595537115545
fr__unigram_destarved,9541,8784415786.62335,eval/holdout_fr_bpb,0.8229812209516139
fr__unigram_destarved,10631,9787980738.66396,eval/flores_fr_bpb,0.9402749318271563
fr__unigram_destarved,10631,9787980738.66396,eval/holdout_fr_bpb,0.8204816177508201
fr__unigram_destarved,11721,10791545690.704569,eval/flores_fr_bpb,0.938069561528264
fr__unigram_destarved,11721,10791545690.704569,eval/holdout_fr_bpb,0.8173992727918573
fr__unigram_destarved,12811,11795110642.745178,eval/flores_fr_bpb,0.9337544657906512
fr__unigram_destarved,12811,11795110642.745178,eval/holdout_fr_bpb,0.8148730401996525
fr__unigram_destarved,13901,12798675594.785788,eval/flores_fr_bpb,0.9301521192796497
fr__unigram_destarved,13901,12798675594.785788,eval/holdout_fr_bpb,0.8132760517798926
fr__unigram_destarved,14991,13802240546.826397,eval/flores_fr_bpb,0.9292352585733996
fr__unigram_destarved,14991,13802240546.826397,eval/holdout_fr_bpb,0.8121947422652724
fr__unigram_destarved,16009,14739514969.924873,eval/flores_fr_bpb,0.9223509822310425
fr__unigram_destarved,16009,14739514969.924873,eval/holdout_fr_bpb,0.8069821993969033
fr__unigram_destarved,18044,16613143114.330965,eval/flores_fr_bpb,0.9301876768710147
fr__unigram_destarved,18044,16613143114.330965,eval/holdout_fr_bpb,0.8047815904661503
fr__unigram_destarved,20079,18486771258.737057,eval/flores_fr_bpb,0.9170134298258876
fr__unigram_destarved,20079,18486771258.737057,eval/holdout_fr_bpb,0.8029141819333627
fr__unigram_destarved,22114,20360399403.143147,eval/flores_fr_bpb,0.9205502413615978
fr__unigram_destarved,22114,20360399403.143147,eval/holdout_fr_bpb,0.7998673003452842
fr__unigram_destarved,24149,22234027547.54924,eval/flores_fr_bpb,0.921871302822975
fr__unigram_destarved,24149,22234027547.54924,eval/holdout_fr_bpb,0.7985825041806636
fr__unigram_destarved,26184,24107655691.95533,eval/flores_fr_bpb,0.9156953777009645
fr__unigram_destarved,26184,24107655691.95533,eval/holdout_fr_bpb,0.781500796912725
fr__unigram_destarved,28219,25981283836.361423,eval/flores_fr_bpb,0.8927034401225967
fr__unigram_destarved,28219,25981283836.361423,eval/holdout_fr_bpb,0.7617275347453473
fr__unigram_destarved,30254,27854911980.767513,eval/flores_fr_bpb,0.8891204841105691
fr__unigram_destarved,30254,27854911980.767513,eval/holdout_fr_bpb,0.7447757076091225
fr__unigram_starved,273,251351588.90558377,eval/flores_fr_bpb,1.3983055405407774
fr__unigram_starved,273,251351588.90558377,eval/holdout_fr_bpb,1.4186411677407704
fr__unigram_starved,546,502703177.81116754,eval/flores_fr_bpb,1.247728504564393
fr__unigram_starved,546,502703177.81116754,eval/holdout_fr_bpb,1.2148221614419588
fr__unigram_starved,819,754054766.7167513,eval/flores_fr_bpb,1.143482039335168
fr__unigram_starved,819,754054766.7167513,eval/holdout_fr_bpb,1.1049787708607557
fr__unigram_starved,1092,1005406355.6223351,eval/flores_fr_bpb,1.1137177616077898
fr__unigram_starved,1092,1005406355.6223351,eval/holdout_fr_bpb,1.0632481182914653
fr__unigram_starved,1365,1256757944.5279188,eval/flores_fr_bpb,1.08889738431892
fr__unigram_starved,1365,1256757944.5279188,eval/holdout_fr_bpb,1.0150338887196761
fr__unigram_starved,1638,1508109533.4335027,eval/flores_fr_bpb,1.0657806442470814
fr__unigram_starved,1638,1508109533.4335027,eval/holdout_fr_bpb,0.9844028186386437
fr__unigram_starved,1911,1759461122.3390863,eval/flores_fr_bpb,1.0534628078862156
fr__unigram_starved,1911,1759461122.3390863,eval/holdout_fr_bpb,0.9633455395636354
fr__unigram_starved,2456,2261243598.359391,eval/flores_fr_bpb,1.0376479453458851
fr__unigram_starved,2456,2261243598.359391,eval/holdout_fr_bpb,0.9368893080178209
fr__unigram_starved,3001,2763026074.3796954,eval/flores_fr_bpb,1.0269204219263623
fr__unigram_starved,3001,2763026074.3796954,eval/holdout_fr_bpb,0.9190844630297011
fr__unigram_starved,3546,3264808550.4,eval/flores_fr_bpb,1.0064284783772004
fr__unigram_starved,3546,3264808550.4,eval/holdout_fr_bpb,0.9068059551013417
fr__unigram_starved,4091,3766591026.420305,eval/flores_fr_bpb,1.0014093302144595
fr__unigram_starved,4091,3766591026.420305,eval/holdout_fr_bpb,0.8966728135572171
fr__unigram_starved,4636,4268373502.4406095,eval/flores_fr_bpb,1.0063926045495137
fr__unigram_starved,4636,4268373502.4406095,eval/holdout_fr_bpb,0.8890153082604577
fr__unigram_starved,5181,4770155978.460914,eval/flores_fr_bpb,0.9914525004884196
fr__unigram_starved,5181,4770155978.460914,eval/holdout_fr_bpb,0.8823555512180337
fr__unigram_starved,6271,5773720930.501523,eval/flores_fr_bpb,0.986372423516487
fr__unigram_starved,6271,5773720930.501523,eval/holdout_fr_bpb,0.8738610869142465
fr__unigram_starved,7361,6777285882.542132,eval/flores_fr_bpb,0.9828374094043693
fr__unigram_starved,7361,6777285882.542132,eval/holdout_fr_bpb,0.8664217922915556
fr__unigram_starved,8451,7780850834.582742,eval/flores_fr_bpb,0.9651475886909185
fr__unigram_starved,8451,7780850834.582742,eval/holdout_fr_bpb,0.8613992002559964
fr__unigram_starved,9541,8784415786.62335,eval/flores_fr_bpb,0.9652866251656601
fr__unigram_starved,9541,8784415786.62335,eval/holdout_fr_bpb,0.8570408706686405
fr__unigram_starved,10631,9787980738.66396,eval/flores_fr_bpb,0.9558043421135762
fr__unigram_starved,10631,9787980738.66396,eval/holdout_fr_bpb,0.8538084085672862
fr__unigram_starved,11721,10791545690.704569,eval/flores_fr_bpb,0.9588096667955479
fr__unigram_starved,11721,10791545690.704569,eval/holdout_fr_bpb,0.8508374969223913
fr__unigram_starved,12811,11795110642.745178,eval/flores_fr_bpb,0.9572010711258678
fr__unigram_starved,12811,11795110642.745178,eval/holdout_fr_bpb,0.8467589365218684
fr__unigram_starved,13901,12798675594.785788,eval/flores_fr_bpb,0.9521686968471655
fr__unigram_starved,13901,12798675594.785788,eval/holdout_fr_bpb,0.8439961136201174
fr__unigram_starved,14991,13802240546.826397,eval/flores_fr_bpb,0.9596047019093737
fr__unigram_starved,14991,13802240546.826397,eval/holdout_fr_bpb,0.8410726077530429
fr__unigram_starved,16009,14739514969.924873,eval/flores_fr_bpb,0.9530274941329804
fr__unigram_starved,16009,14739514969.924873,eval/holdout_fr_bpb,0.836975149324635
fr__unigram_starved,18044,16613143114.330965,eval/flores_fr_bpb,0.9447016319805698
fr__unigram_starved,18044,16613143114.330965,eval/holdout_fr_bpb,0.8338805534310897
fr__unigram_starved,20079,18486771258.737057,eval/flores_fr_bpb,0.936919461082524
fr__unigram_starved,20079,18486771258.737057,eval/holdout_fr_bpb,0.8303994446591607
fr__unigram_starved,22114,20360399403.143147,eval/flores_fr_bpb,0.941590119791667
fr__unigram_starved,22114,20360399403.143147,eval/holdout_fr_bpb,0.8276816105302187
fr__unigram_starved,24149,22234027547.54924,eval/flores_fr_bpb,0.9336817204527639
fr__unigram_starved,24149,22234027547.54924,eval/holdout_fr_bpb,0.8242945752284402
fr__unigram_starved,26184,24107655691.95533,eval/flores_fr_bpb,0.9315147920220105
fr__unigram_starved,26184,24107655691.95533,eval/holdout_fr_bpb,0.8069780101333986
fr__unigram_starved,28219,25981283836.361423,eval/flores_fr_bpb,0.9024017858202196
fr__unigram_starved,28219,25981283836.361423,eval/holdout_fr_bpb,0.7848904378602584
fr__unigram_starved,30254,27854911980.767513,eval/flores_fr_bpb,0.896401687665841
fr__unigram_starved,30254,27854911980.767513,eval/holdout_fr_bpb,0.7681960671041433
en-ar__unigram_starved,273,254978843.65977013,eval/flores_ar_bpb,1.2660066255648195
en-ar__unigram_starved,273,254978843.65977013,eval/flores_en_bpb,1.8059332725594115
en-ar__unigram_starved,273,254978843.65977013,eval/holdout_ar_bpb,1.2889437761058802
en-ar__unigram_starved,273,254978843.65977013,eval/holdout_en_bpb,1.7260939803369943
en-ar__unigram_starved,546,509957687.31954026,eval/flores_ar_bpb,1.1639671768172288
en-ar__unigram_starved,546,509957687.31954026,eval/flores_en_bpb,1.5853650850758019
en-ar__unigram_starved,546,509957687.31954026,eval/holdout_ar_bpb,1.0865089867146223
en-ar__unigram_starved,546,509957687.31954026,eval/holdout_en_bpb,1.4185741354705212
en-ar__unigram_starved,819,764936530.9793104,eval/flores_ar_bpb,1.0624045917575369
en-ar__unigram_starved,819,764936530.9793104,eval/flores_en_bpb,1.4857717095773428
en-ar__unigram_starved,819,764936530.9793104,eval/holdout_ar_bpb,1.0138706950171983
en-ar__unigram_starved,819,764936530.9793104,eval/holdout_en_bpb,1.3262600129008835
en-ar__unigram_starved,1092,1019915374.6390805,eval/flores_ar_bpb,1.0408094857995893
en-ar__unigram_starved,1092,1019915374.6390805,eval/flores_en_bpb,1.4728732876040482
en-ar__unigram_starved,1092,1019915374.6390805,eval/holdout_ar_bpb,0.9870797556111987
en-ar__unigram_starved,1092,1019915374.6390805,eval/holdout_en_bpb,1.2907596945695636
en-ar__unigram_starved,1365,1274894218.2988505,eval/flores_ar_bpb,1.0001797427546386
en-ar__unigram_starved,1365,1274894218.2988505,eval/flores_en_bpb,1.3926823716795889
