run,name,wandb_id,leg,step,tokens,metric,value
en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,,1673,1754267648.0,eval/holdout_en_bpb,1.1358343751037474
en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,,2150,2254438400.0,eval/flores_ar_bpb,0.908173432318717
en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,,2150,2254438400.0,eval/flores_en_bpb,1.260396667663442
en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,,2150,2254438400.0,eval/holdout_ar_bpb,0.8302195498756441
en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,,2150,2254438400.0,eval/holdout_en_bpb,1.0961276697237359
en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,,2627,2754609152.0,eval/flores_ar_bpb,0.8975329463026943
en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,,2627,2754609152.0,eval/flores_en_bpb,1.2539652035842446
en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,,2627,2754609152.0,eval/holdout_ar_bpb,0.8107660863479613
en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,,2627,2754609152.0,eval/holdout_en_bpb,1.0720046452007055
en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,,3104,3254779904.0,eval/flores_ar_bpb,0.8954275380314328
en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,,3104,3254779904.0,eval/flores_en_bpb,1.2547504102764515
en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,,3104,3254779904.0,eval/holdout_ar_bpb,0.8000463266986382
en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,,3104,3254779904.0,eval/holdout_en_bpb,1.0557756899539328
en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,,3581,3754950656.0,eval/flores_ar_bpb,0.8862252881699285
en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,,3581,3754950656.0,eval/flores_en_bpb,1.2184471560472168
en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,,3581,3754950656.0,eval/holdout_ar_bpb,0.7906518638849853
en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,,3581,3754950656.0,eval/holdout_en_bpb,1.0431727584484827
en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,,4058,4255121408.0,eval/flores_ar_bpb,0.8827636152855108
en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,,4058,4255121408.0,eval/flores_en_bpb,1.2119390447322111
en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,,4058,4255121408.0,eval/holdout_ar_bpb,0.7832524432620233
en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,,4058,4255121408.0,eval/holdout_en_bpb,1.0338919960255217
en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,,4535,4755292160.0,eval/flores_ar_bpb,0.8760605751904195
en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,,4535,4755292160.0,eval/flores_en_bpb,1.1955974299875751
en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,,4535,4755292160.0,eval/holdout_ar_bpb,0.7762732474075082
en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,,4535,4755292160.0,eval/holdout_en_bpb,1.026910529867136
en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,,5489,5755633664.0,eval/flores_ar_bpb,0.8744386765957696
en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,,5489,5755633664.0,eval/flores_en_bpb,1.2030672831962186
en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,,5489,5755633664.0,eval/holdout_ar_bpb,0.7683324049612014
en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,,5489,5755633664.0,eval/holdout_en_bpb,1.0157801922546297
en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,,6443,6755975168.0,eval/flores_ar_bpb,0.8724873403802601
en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,,6443,6755975168.0,eval/flores_en_bpb,1.1967877353938807
en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,,6443,6755975168.0,eval/holdout_ar_bpb,0.7604779037917202
en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,,6443,6755975168.0,eval/holdout_en_bpb,1.0071739049777422
en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,,7397,7756316672.0,eval/flores_ar_bpb,0.8623209783099274
en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,,7397,7756316672.0,eval/flores_en_bpb,1.1926011282196372
en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,,7397,7756316672.0,eval/holdout_ar_bpb,0.7565215313444488
en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,,7397,7756316672.0,eval/holdout_en_bpb,1.0007583497260404
en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,,8351,8756658176.0,eval/flores_ar_bpb,0.8744911008427337
en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,,8351,8756658176.0,eval/flores_en_bpb,1.1893586509025478
en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,,8351,8756658176.0,eval/holdout_ar_bpb,0.7513140708163693
en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,,8351,8756658176.0,eval/holdout_en_bpb,0.9939936684460638
en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,,9305,9756999680.0,eval/flores_ar_bpb,0.8643614067123999
en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,,9305,9756999680.0,eval/flores_en_bpb,1.182864326443805
en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,,9305,9756999680.0,eval/holdout_ar_bpb,0.7482331318534217
en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,,9305,9756999680.0,eval/holdout_en_bpb,0.9914648564593812
en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,,10259,10757341184.0,eval/flores_ar_bpb,0.8574554369361752
en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,,10259,10757341184.0,eval/flores_en_bpb,1.181612668614575
en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,,10259,10757341184.0,eval/holdout_ar_bpb,0.7453808867256937
en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,en-ar__unigram_destarved__100b_scratch,,10259,10757341184.0,eval/holdout_en_bpb,0.9873503821649365
en-ar__unigram_starved__100b-single-15e4-w32,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-single-15e4-w32,,24410,23296791480.22338,eval/flores_ar_bpb,0.8571514595463152
en-ar__unigram_starved__100b-single-15e4-w32,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-single-15e4-w32,,24410,23296791480.22338,eval/flores_en_bpb,1.1568755450407582
en-ar__unigram_starved__100b-single-15e4-w32,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-single-15e4-w32,,24410,23296791480.22338,eval/holdout_ar_bpb,0.7355007554278398
en-ar__unigram_starved__100b-single-15e4-w32,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-single-15e4-w32,,24410,23296791480.22338,eval/holdout_en_bpb,0.9682588165577776
en-ar__unigram_starved__100b-single-15e4-w32,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-single-15e4-w32,,24887,23752038081.455112,eval/flores_ar_bpb,0.8521849733862473
en-ar__unigram_starved__100b-single-15e4-w32,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-single-15e4-w32,,24887,23752038081.455112,eval/flores_en_bpb,1.1502561856313696
en-ar__unigram_starved__100b-single-15e4-w32,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-single-15e4-w32,,24887,23752038081.455112,eval/holdout_ar_bpb,0.731415587052948
en-ar__unigram_starved__100b-single-15e4-w32,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-single-15e4-w32,,24887,23752038081.455112,eval/holdout_en_bpb,0.9619417090741335
en-ar__unigram_starved__100b-single-15e4-w32,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-single-15e4-w32,,25364,24207284682.686844,eval/flores_ar_bpb,0.8550324735741981
en-ar__unigram_starved__100b-single-15e4-w32,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-single-15e4-w32,,25364,24207284682.686844,eval/flores_en_bpb,1.1516950046723653
en-ar__unigram_starved__100b-single-15e4-w32,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-single-15e4-w32,,25364,24207284682.686844,eval/holdout_ar_bpb,0.7291439671602853
en-ar__unigram_starved__100b-single-15e4-w32,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-single-15e4-w32,,25364,24207284682.686844,eval/holdout_en_bpb,0.957729122164168
en-ar__unigram_starved__100b-v11-noramp15e4,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v11-noramp15e4,,24442,23292339947.832733,eval/flores_ar_bpb,0.8648123830619577
en-ar__unigram_starved__100b-v11-noramp15e4,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v11-noramp15e4,,24442,23292339947.832733,eval/flores_en_bpb,1.1631128279988914
en-ar__unigram_starved__100b-v11-noramp15e4,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v11-noramp15e4,,24442,23292339947.832733,eval/holdout_ar_bpb,0.7405129021284801
en-ar__unigram_starved__100b-v11-noramp15e4,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v11-noramp15e4,,24442,23292339947.832733,eval/holdout_en_bpb,0.9728317937030896
en-ar__unigram_starved__100b-v11-noramp15e4,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v11-noramp15e4,,24951,23777398495.964916,eval/flores_ar_bpb,0.8590712585889883
en-ar__unigram_starved__100b-v11-noramp15e4,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v11-noramp15e4,,24951,23777398495.964916,eval/flores_en_bpb,1.1616374292514835
en-ar__unigram_starved__100b-v11-noramp15e4,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v11-noramp15e4,,24951,23777398495.964916,eval/holdout_ar_bpb,0.7400176934272816
en-ar__unigram_starved__100b-v11-noramp15e4,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v11-noramp15e4,,24951,23777398495.964916,eval/holdout_en_bpb,0.9706090997203343
en-ar__unigram_starved__100b-v11-noramp15e4,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v11-noramp15e4,,25460,24262457044.097103,eval/flores_ar_bpb,0.8641715333514056
en-ar__unigram_starved__100b-v11-noramp15e4,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v11-noramp15e4,,25460,24262457044.097103,eval/flores_en_bpb,1.1640320371595052
en-ar__unigram_starved__100b-v11-noramp15e4,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v11-noramp15e4,,25460,24262457044.097103,eval/holdout_ar_bpb,0.7437770726583266
en-ar__unigram_starved__100b-v11-noramp15e4,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v11-noramp15e4,,25460,24262457044.097103,eval/holdout_en_bpb,0.9730845256957971
en-ar__unigram_starved__100b-v11-noramp15e4,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v11-noramp15e4,,25969,24747515592.229286,eval/flores_ar_bpb,0.8770932503028088
en-ar__unigram_starved__100b-v11-noramp15e4,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v11-noramp15e4,,25969,24747515592.229286,eval/flores_en_bpb,1.1686164101435772
en-ar__unigram_starved__100b-v11-noramp15e4,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v11-noramp15e4,,25969,24747515592.229286,eval/holdout_ar_bpb,0.7531743798566528
en-ar__unigram_starved__100b-v11-noramp15e4,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v11-noramp15e4,,25969,24747515592.229286,eval/holdout_en_bpb,0.9779701103680613
en-ar__unigram_starved__100b-v11-noramp15e4,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v11-noramp15e4,,26478,25232574140.36147,eval/flores_ar_bpb,0.8853169385746734
en-ar__unigram_starved__100b-v11-noramp15e4,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v11-noramp15e4,,26478,25232574140.36147,eval/flores_en_bpb,1.18422754679821
en-ar__unigram_starved__100b-v11-noramp15e4,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v11-noramp15e4,,26478,25232574140.36147,eval/holdout_ar_bpb,0.76355872476637
en-ar__unigram_starved__100b-v11-noramp15e4,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v11-noramp15e4,,26478,25232574140.36147,eval/holdout_en_bpb,0.9926619537663158
en-ar__unigram_starved__100b-v11-noramp15e4,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v11-noramp15e4,,26987,25717632688.493656,eval/flores_ar_bpb,0.8970976091812933
en-ar__unigram_starved__100b-v11-noramp15e4,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v11-noramp15e4,,26987,25717632688.493656,eval/flores_en_bpb,1.1961002145426298
en-ar__unigram_starved__100b-v11-noramp15e4,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v11-noramp15e4,,26987,25717632688.493656,eval/holdout_ar_bpb,0.7736299717735554
en-ar__unigram_starved__100b-v11-noramp15e4,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v11-noramp15e4,,26987,25717632688.493656,eval/holdout_en_bpb,1.0004575484775617
en-ar__unigram_starved__100b-v12-nd,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v12-nd,,27496,26254301377.071365,eval/flores_ar_bpb,0.9285424121952708
en-ar__unigram_starved__100b-v12-nd,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v12-nd,,27496,26254301377.071365,eval/flores_en_bpb,1.240657252056026
en-ar__unigram_starved__100b-v12-nd,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v12-nd,,27496,26254301377.071365,eval/holdout_ar_bpb,0.8029595517282522
en-ar__unigram_starved__100b-v12-nd,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v12-nd,,27496,26254301377.071365,eval/holdout_en_bpb,1.0385955040269694
en-ar__unigram_starved__100b-v13-gwd,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v13-gwd,,28005,26844066784.65306,eval/flores_ar_bpb,0.9236204692296668
en-ar__unigram_starved__100b-v13-gwd,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v13-gwd,,28005,26844066784.65306,eval/flores_en_bpb,1.2438703296987268
en-ar__unigram_starved__100b-v13-gwd,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v13-gwd,,28005,26844066784.65306,eval/holdout_ar_bpb,0.8047588626866573
en-ar__unigram_starved__100b-v13-gwd,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v13-gwd,,28005,26844066784.65306,eval/holdout_en_bpb,1.0432006489499874
en-ar__unigram_starved__100b-v13-gwd,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v13-gwd,,28514,27331966445.191837,eval/flores_ar_bpb,0.94894115516168
en-ar__unigram_starved__100b-v13-gwd,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v13-gwd,,28514,27331966445.191837,eval/flores_en_bpb,1.2525568130881635
en-ar__unigram_starved__100b-v13-gwd,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v13-gwd,,28514,27331966445.191837,eval/holdout_ar_bpb,0.8261456064539832
en-ar__unigram_starved__100b-v13-gwd,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v13-gwd,,28514,27331966445.191837,eval/holdout_en_bpb,1.0494340397272444
en-ar__unigram_starved__100b-v13-gwd,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v13-gwd,,29023,27819866105.730614,eval/flores_ar_bpb,0.9585690493844694
en-ar__unigram_starved__100b-v13-gwd,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v13-gwd,,29023,27819866105.730614,eval/flores_en_bpb,1.2582766950880764
en-ar__unigram_starved__100b-v13-gwd,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v13-gwd,,29023,27819866105.730614,eval/holdout_ar_bpb,0.8308644966317633
en-ar__unigram_starved__100b-v13-gwd,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v13-gwd,,29023,27819866105.730614,eval/holdout_en_bpb,1.051811029086051
en-ar__unigram_starved__100b-v13-gwd,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v13-gwd,,29532,28307765766.26939,eval/flores_ar_bpb,0.9572337159789314
en-ar__unigram_starved__100b-v13-gwd,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v13-gwd,,29532,28307765766.26939,eval/flores_en_bpb,1.2389216449936826
en-ar__unigram_starved__100b-v13-gwd,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v13-gwd,,29532,28307765766.26939,eval/holdout_ar_bpb,0.8341531326399744
en-ar__unigram_starved__100b-v13-gwd,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v13-gwd,,29532,28307765766.26939,eval/holdout_en_bpb,1.0583346571642758
en-ar__unigram_starved__100b-v13-gwd,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v13-gwd,,30041,28795665426.808163,eval/flores_ar_bpb,0.9688591106169457
en-ar__unigram_starved__100b-v13-gwd,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v13-gwd,,30041,28795665426.808163,eval/flores_en_bpb,1.2586684237893602
en-ar__unigram_starved__100b-v13-gwd,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v13-gwd,,30041,28795665426.808163,eval/holdout_ar_bpb,0.8448678063281966
en-ar__unigram_starved__100b-v13-gwd,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v13-gwd,,30041,28795665426.808163,eval/holdout_en_bpb,1.0633646114987234
en-ar__unigram_starved__100b-v13-gwd,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v13-gwd,,30550,29283565087.34694,eval/flores_ar_bpb,1.0392393586833562
en-ar__unigram_starved__100b-v13-gwd,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v13-gwd,,30550,29283565087.34694,eval/flores_en_bpb,1.3077483762336943
en-ar__unigram_starved__100b-v13-gwd,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v13-gwd,,30550,29283565087.34694,eval/holdout_ar_bpb,0.923072557299496
en-ar__unigram_starved__100b-v13-gwd,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v13-gwd,,30550,29283565087.34694,eval/holdout_en_bpb,1.1116263605727235
en-ar__unigram_starved__100b-v13-gwd,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v13-gwd,,31059,29771464747.885715,eval/flores_ar_bpb,1.053697869690379
en-ar__unigram_starved__100b-v13-gwd,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v13-gwd,,31059,29771464747.885715,eval/flores_en_bpb,1.410689555125778
en-ar__unigram_starved__100b-v13-gwd,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v13-gwd,,31059,29771464747.885715,eval/holdout_ar_bpb,0.9303602336384152
en-ar__unigram_starved__100b-v13-gwd,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v13-gwd,,31059,29771464747.885715,eval/holdout_en_bpb,1.2043199137595801
en-ar__unigram_starved__100b-v13-gwd,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v13-gwd,,33094,31722104844.538776,eval/flores_ar_bpb,1.0484487407762422
en-ar__unigram_starved__100b-v13-gwd,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v13-gwd,,33094,31722104844.538776,eval/flores_en_bpb,1.4165013326104479
en-ar__unigram_starved__100b-v13-gwd,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v13-gwd,,33094,31722104844.538776,eval/holdout_ar_bpb,0.9168729050248249
en-ar__unigram_starved__100b-v13-gwd,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v13-gwd,,33094,31722104844.538776,eval/holdout_en_bpb,1.1930597084812393
en-ar__unigram_starved__100b-v13-gwd,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v13-gwd,,35129,33672744941.191837,eval/flores_ar_bpb,1.126463284342837
en-ar__unigram_starved__100b-v13-gwd,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v13-gwd,,35129,33672744941.191837,eval/flores_en_bpb,1.4223950776304963
en-ar__unigram_starved__100b-v13-gwd,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v13-gwd,,35129,33672744941.191837,eval/holdout_ar_bpb,0.9944523597839366
en-ar__unigram_starved__100b-v13-gwd,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v13-gwd,,35129,33672744941.191837,eval/holdout_en_bpb,1.2059902337474186
en-ar__unigram_starved__100b-v3,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v3,,25968,24728093487.864784,eval/flores_ar_bpb,0.9223037191688004
en-ar__unigram_starved__100b-v3,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v3,,25968,24728093487.864784,eval/flores_en_bpb,1.255018184024328
en-ar__unigram_starved__100b-v3,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v3,,25968,24728093487.864784,eval/holdout_ar_bpb,0.8124404936193621
en-ar__unigram_starved__100b-v3,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v3,,25968,24728093487.864784,eval/holdout_en_bpb,1.0712508055789616
en-ar__unigram_starved__100b-v6,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v6,,24442,23276461275.21792,eval/flores_ar_bpb,0.8562163723688586
en-ar__unigram_starved__100b-v6,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v6,,24442,23276461275.21792,eval/flores_en_bpb,1.1549983928744796
en-ar__unigram_starved__100b-v6,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v6,,24442,23276461275.21792,eval/holdout_ar_bpb,0.7331371948418907
en-ar__unigram_starved__100b-v6,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v6,,24442,23276461275.21792,eval/holdout_en_bpb,0.9639560880865663
en-ar__unigram_starved__100b-v6,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v6,,24951,23761189153.01376,eval/flores_ar_bpb,0.8553536161455322
en-ar__unigram_starved__100b-v6,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v6,,24951,23761189153.01376,eval/flores_en_bpb,1.1561046416249674
en-ar__unigram_starved__100b-v6,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v6,,24951,23761189153.01376,eval/holdout_ar_bpb,0.7354205842827408
en-ar__unigram_starved__100b-v6,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v6,,24951,23761189153.01376,eval/holdout_en_bpb,0.9660040642176971
en-ar__unigram_starved__100b-v6,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v6,,25460,24245917030.8096,eval/flores_ar_bpb,0.8743579222319171
en-ar__unigram_starved__100b-v6,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v6,,25460,24245917030.8096,eval/flores_en_bpb,1.177738985291551
en-ar__unigram_starved__100b-v6,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v6,,25460,24245917030.8096,eval/holdout_ar_bpb,0.7509296664643622
en-ar__unigram_starved__100b-v6,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v6,,25460,24245917030.8096,eval/holdout_en_bpb,0.9824498405880929
en-ar__unigram_starved__100b-v6,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v6,,25969,24730644908.60544,eval/flores_ar_bpb,0.902394497715988
en-ar__unigram_starved__100b-v6,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v6,,25969,24730644908.60544,eval/flores_en_bpb,1.2758397215759467
en-ar__unigram_starved__100b-v6,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v6,,25969,24730644908.60544,eval/holdout_ar_bpb,0.7855120863130566
en-ar__unigram_starved__100b-v6,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v6,,25969,24730644908.60544,eval/holdout_en_bpb,1.0208796299296157
en-ar__unigram_starved__100b-v7,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v7,,26987,25761522872.775112,eval/flores_ar_bpb,0.9081092050532314
en-ar__unigram_starved__100b-v7,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v7,,26987,25761522872.775112,eval/flores_en_bpb,1.2162965758036224
en-ar__unigram_starved__100b-v7,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v7,,26987,25761522872.775112,eval/holdout_ar_bpb,0.7900127204236478
en-ar__unigram_starved__100b-v7,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v7,,26987,25761522872.775112,eval/holdout_en_bpb,1.0270287338570205
en-ar__unigram_starved__100b-v7,en-ar__unigram_starved__100b,en-ar__unigram_starved__100b-v7,,27496,26247409230.734222,eval/flores_ar_bpb,0.940240606010045
